,isbn10,BibNum,title,subtitle,authors,categories,description,avg_rating,num_pages,num_ratings,best_seller,rank,price,weeks_on_list,publisher,publication_date,Subjects,ItemType,Checkouts_2005,Checkouts_2006,Checkouts_2007,Checkouts_2008,Checkouts_2009,Checkouts_2010,Checkouts_2011,Checkouts_2012,Checkouts_2013,Checkouts_2014,Checkouts_2015,Checkouts_2016,Checkouts_2017
751,140003471X,2739784.0,Chronicle of a Death Foretold,A Novel,Gabriel Garcia Marquez,Fiction,"The Nobel laureate weaves a story of a fantastic wedding, the return of the bride to her parents, her brothers' resolve to murder her corruptor, and the townspeoples' refusal to depart from routine.",3.965,120.0,67812.5,0,-1.0,-1.0,-1.0,Vintage,10/7/2003,"Death Fiction, Honor Fiction, Murder Fiction, Revenge Fiction, Colombia Fiction, Domestic fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,37.0,47.0,61.0,58.0,46.0
752,0061120251,2739785.0,Daughter of Fortune,A Novel,Isabel Allende,Fiction,"An orphan raised in Valparaíso, Chile, by a Victorian spinster and her rigid brother, young, vivacious Eliza Sommers follows her lover to California during the Gold Rush of 1849. She enters a rough-and-tumble world whose newly arrived inhabitants are driven mad by gold fever. With the help of her good friend and savior, the Chinese doctor Tao Chi'en, Eliza moves freely in a society of single men and prostitutes, creating an unconventional but independent life for herself. The young Chilean's search for her elusive lover gradually turns into another kind of journey, and by the time she finally hears news of him, Eliza must decide who her true love really is.",3.9050000000000002,432.0,96493.0,0,-1.0,-1.0,-1.0,Harper Perennial,5/2/2006,"Gold mines and mining California Fiction, Frontier and pioneer life Fiction, California History 1846 1850 Fiction, California Social life and customs 19th century Fiction, Adventure fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,16.0,76.0,88.0,46.0,35.0,71.0,45.0
753,0618711651,2739788.0,Extremely Loud and Incredibly Close,None,Jonathan Safran Foer,Fiction,"Oskar Schell, the nine-year-old son of a man killed in the World Trade Center attacks, searches the five boroughs of New York City for a lock that fits a black key his father left behind.",3.98,326.0,330353.5,1,5.0,14.95,10.0,Mariner Books,4/4/2006,"September 11 Terrorist attacks 2001 Fiction, Fathers and sons Fiction, New York N Y Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,22.0,356.0,132.0,84.0,76.0,95.0,84.0
754,0449001156,2739790.0,The Gift of Asher Lev,None,Chaim Potok,Fiction,"When the death of a beloved uncle brings him back to his native Brooklyn after two decades, painter Asher Lev is plunged into a conflict between the culture into which he was born and the life that he has forged for himself.",4.155,384.0,6147.5,0,-1.0,-1.0,-1.0,Ballantine Books,9/10/1997,"Artists New York State New York Fiction, Jews New York State New York Fiction, Brooklyn New York N Y Fiction, Jewish fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,12.0,7.0,8.0,6.0,6.0
755,0143038109,2739795.0,The Kitchen God's Wife,None,Amy Tan,Fiction,"Winnie Louie, an aging Chinese woman convinced that she will die soon, decides to unburden herself by divulging the secrets of those closest to her and to her suspicious, Americanized daughter.",4.005,416.0,65394.0,0,-1.0,-1.0,-1.0,Penguin Books,9/21/2006,"Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,13.0,60.0,44.0,38.0,45.0,42.0,35.0
756,0743297318,2739835.0,Look Homeward  Angel,None,Thomas Wolfe,Fiction,"A Southern family with a great appetite for living is dominated by the father until an older son, Eugene, is able to free himself from his rural North Carolina hometown to seek the challenges of an Ivy League education and big city life. Reissue. 75,000 first printing.",3.935,644.0,10955.5,0,-1.0,-1.0,-1.0,Scribner,10/10/2006,"Mountain life Fiction, North Carolina Fiction, Boys Fiction, Autobiographical fiction, Bildungsromans",acbk,0.0,0.0,0.0,0.0,0.0,0.0,14.0,52.0,41.0,39.0,25.0,32.0,50.0
757,1400031044,2739837.0,My Name Is Asher Lev,None,Chaim Potok,Fiction,The novelist records the anguish and triumphs of a young painter as he emerges into the great world of art and rejects all else.,4.205,369.0,32315.5,0,-1.0,-1.0,-1.0,Anchor,3/11/2003,"Jewish families Fiction, Young men Fiction, Artists Fiction, Jews New York State New York Fiction, Crown Heights New York N Y Fiction, Jewish fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,33.0,36.0,49.0,49.0,21.0
758,0316284955,2739852.0,White Oleander,A Novel,Janet Fitch,Fiction,"Everywhere hailed as a novel of rare beauty and power, White Oleander tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes-each its own universe, with its own laws, its own dangers, its own hard lessons to be learned-becomes a redeeming and surprising journey of self-discovery.",3.955,480.0,3071.5,0,-1.0,-1.0,-1.0,Back Bay Books,5/1/2000,"Women murderers Fiction, Mothers and daughters Fiction, Foster children Fiction, Young women Fiction, Bildungsromans",acbk,0.0,0.0,0.0,0.0,0.0,0.0,14.0,57.0,65.0,36.0,36.0,37.0,22.0
759,0385496095,2740248.0,Traveling Mercies,Some Thoughts on Faith,Anne Lamott,Biography & Autobiography,"Combining elements of spiritual study and memoir, the author describes her odyssey of faith, drawing on her own sometimes troubled past to explore the many ways in which faith sustains and guides one's daily life",4.16,275.0,39325.5,0,-1.0,-1.0,-1.0,Anchor,2/15/2000,"Lamott Anne Religion, Novelists American 20th century Biography, Christian biography United States, Mothers and sons United States, Faith",acbk,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,41.0,24.0,25.0,35.0,19.0
760,0440418410,2741455.0,The Boys Start the War,None,Phyllis Reynolds Naylor,Juvenile Fiction,"The first book in the hilarious trilogy featuring the feuding Hatford and Malloy families. When a new family--with three daughters--moves into the neighborhood, the Hatford brothers decide to make Caroline and her sisters so miserable that they'll want to go back to Ohio.",4.02,144.0,1531.0,0,-1.0,-1.0,-1.0,Yearling,1/8/2002,"Practical jokes Juvenile fiction, Brothers Juvenile fiction, Sisters Juvenile fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,20.0,20.0,9.0,6.0,3.0
761,0440495040,2743188.0,War Comes to Willy Freeman,None,James Lincoln Collier,Juvenile Fiction,A free thirteen-year-old black girl in Connecticut is caught up in the horror of the Revolutionary War and the danger of being returned to slavery when her patriot father is killed by the British and her mother disappears.,3.5949999999999998,192.0,255.5,0,-1.0,-1.0,-1.0,Yearling,1/1/1987,"Slavery Juvenile fiction, African Americans Juvenile fiction, United States History Revolution 1775 1783 Juvenile fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,8.0,5.0,4.0,3.0
762,0374530718,2744027.0,Sophie's World,A Novel About the History of Philosophy,Jostein Gaarder,Fiction,"A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Sophie's World has fired the imagination of readers all over the world, with more than twenty million copies in print. One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning--but the truth turns out to be far more complicated than she could have imagined.",3.915,518.0,4336.0,0,-1.0,-1.0,-1.0,Farrar  Straus and Giroux,3/20/2007,"Philosophy History Fiction, Didactic fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,12.0,63.0,46.0,39.0,51.0,30.0,27.0
763,0060733357,2744031.0,The Confusion,Volume Two of The Baroque Cycle,Neal Stephenson,Fiction,"In the year 1689, a cabal of Barbary galley slaves -- including one Jack Shaftoe, aka King of the Vagabonds, aka Half-Cocked Jack -- devises a daring plan to win freedom and fortune. A great adventure ensues -- a perilous race for an enormous prize of silver ... nay, gold ... nay, legendary gold. In Europe, the exquisite and resourceful Eliza, Countess de la Zeur, is stripped of her immense personal fortune by France's most dashing privateer. Penniless and at risk from those who desire either her or her head (or both), she is caught up in a web of international intrigue, even as she desperately seeks the return of her most precious possession. Meanwhile, Newton and Leibniz continue to propound their grand theories as their infamous rivalry intensifies, stubborn alchemy does battle with the natural sciences, dastardly plots are set in motion ... and Daniel Waterhouse seeks passage to the Massachusetts colony in hopes of escaping the madness into which his world has descended. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",4.255,815.0,19055.0,0,-1.0,-1.0,-1.0,William Morrow Paperbacks,6/14/2005,"France History Louis XIV 1643 1715 Fiction, Single mothers Fiction, Treasure troves Fiction, Women spies Fiction, Pirates Fiction, Mutiny Fiction, Historical fiction, Adventure fiction, Spy stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,24.0,9.0,9.0,10.0,10.0
764,0500277591,2746517.0,The Rainbow Goblins,None,Ul De Rico,Juvenile Fiction,"After seven goblins try to steal it, the Rainbow is careful never again to touch the earth.",4.42,32.0,1400.0,0,-1.0,-1.0,-1.0,Thames  Hudson,6/17/1978,"Rainbows Juvenile fiction, Goblins Juvenile fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,11.0,88.0,85.0,23.0,122.0,106.0,39.0
765,0312423373,2746678.0,The River at the Center of the World,"A Journey Up the Yangtze, and Back in Chinese Time",Simon Winchester,Travel,"The author recounts his experiences traveling along the Yangtze river from the Tibetan border to the East China Sea, vividly bringing to life China's rich cultural history, politics, people, geography, and climate. Reprint.",3.92,416.0,1378.5,0,-1.0,-1.0,-1.0,Picador,4/1/2004,Yangtze River Region China Description and travel,acbk,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,15.0,20.0,6.0,6.0,8.0
766,0743418719,2748297.0,Salem Falls,None,Jodi Picoult,Fiction,"Robbed of his teaching career and reputation by a student's false accusations, Jack St. Bride is struggling to rebuild his life, but fresh accusations of rape by teenage girls from his former school threaten to destroy him again.",3.815,434.0,66397.5,0,-1.0,-1.0,-1.0,Washington Square Press,8/1/2002,"Witches Fiction, Preparatory school teachers Fiction, Diners Restaurants Fiction, Statutory rape Fiction, New Hampshire Fiction, Ex convicts Fiction, Romantic suspense fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,29.0,14.0,48.0,17.0,14.0
767,1570614598,2748373.0,One Hundred Demons,None,Lynda Barry,Comics & Graphic Novels,"A collection of twenty comic strips celebrates the Buddhist challenge to overcome one hundred demons in a lifetime with such offerings as ""Dancing,"" ""Dogs,"" and ""Magic,"" which follow the author's misadventures with adolescence, family, and relationships. Teen.",4.16,224.0,7554.0,0,-1.0,-1.0,-1.0,Sasquatch Books,8/30/2005,"Women cartoonists Comic books strips etc, Comic books strips etc, Graphic novels",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,35.0,31.0,29.0,42.0,28.0
768,0679745394,2753495.0,After Henry,None,Joan Didion,Fiction,Presents essays that discern the social and political importance behind the day's most lurid news,3.825,320.0,1175.0,0,-1.0,-1.0,-1.0,Vintage,4/27/1993,American essays,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,3.0,2.0,6.0
769,1563896001,2756266.0,The Invisibles,Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,Comics & Graphic Novels,"Imagine if every paranoid fantasy, every conspiracy theory, every alleged cover-up and government deception, every tabloid story you've ever heard ...were true. Discover a world where paranoia is a survival skill and the only hope for mankind is a group of unconventional occultist freedom fighters-The Invisibles.",4.24,224.0,3831.5,0,-1.0,-1.0,-1.0,DC Comics Vertigo,2/1/2000,"Invisibles Fictitious characters Comic books strips etc, Revolutionaries Comic books strips etc, Dystopias Comic books strips etc, Science fiction comic books strips etc, Graphic novels",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,18.0,7.0,9.0,8.0
770,0553583166,2758162.0,Watchers of Time,An Inspector Ian Rutledge Mystery,Charles Todd,Fiction,"Inspector Ian Rutledge of Scotland Yard arrives in the Norfolk port of Osterley to investigate the murder of the local Catholic priest, who had attended the deathbed of Herbert Baker, a Protestant who had demanded to see a Catholic priest as he lay dying.",3.9850000000000003,421.0,3119.5,0,-1.0,-1.0,-1.0,Bantam,7/30/2002,"Rutledge Ian Fictitious character Fiction, Police England Fiction, Historical fiction, Mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,30.0,32.0,19.0,27.0,27.0
771,0553583158,2758163.0,Legacy of the Dead,None,Charles Todd,Fiction,"The carnage of World War I comes back to haunt Scotland Yard Inspector Ian Rutledge when he discovers that the woman who has become the prime suspect in the callous murder he is investigating is the grieving fiancTe of Hamish, a young Scot whom he was forced to execute unwillingly on the battlefield of the war. By the author of A Test of Wills. Reprint.",4.15,356.0,3993.5,0,-1.0,-1.0,-1.0,Bantam Books,6/1/2001,"Rutledge Ian Fictitious character Fiction, Police Scotland Fiction, Scotland Fiction, Mystery fiction, Historical fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,34.0,23.0,16.0,33.0,34.0
772,140009528X,2760273.0,Blood on the Moon,None,James Ellroy,Fiction,"Detective Sergeant Lloyd Hopkins of the LAPD, fueled by a desire to protect innocence, confronts a murderer who is driven by the same forces when he investigates a series of murders of young women in the Los Angeles area. Reprint. 15,000 first printing.",3.4450000000000003,272.0,1583.5,0,-1.0,-1.0,-1.0,Vintage,5/10/2005,"Police California Los Angeles Fiction, Women Crimes against Fiction, Los Angeles Calif Fiction, Serial murders Fiction, Mystery fiction, Noir fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,10.0,15.0,5.0,6.0
773,014018533X,2760331.0,The Third Man & The Fallen Idol,None,Graham Greene,Fiction,"Just arrived in Vienna, Rollo Martins discovers that the friend he has come to visit is dead, and Philip, a small boy, unwittingly betrays his best friend to the police",3.7649999999999997,157.0,1282.5,0,-1.0,-1.0,-1.0,Penguin Books Ltd,7/1/1992,"British Austria Fiction, Criminals Fiction, Diplomats Fiction, Master and servant Fiction, Vienna Austria Fiction, Mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,24.0,29.0,23.0,10.0
774,0425214435,2763168.0,Eyes of Prey,None,John Sandford,Fiction,"A weary Lieutenant Lucas Davenport, still recovering from two previous brutal cases, is drawn into the search for a serial killer, an evil man of remarkable intelligence and savagery with a penchant for mutilating the eyes of his victims. Reissue.",4.18,358.0,18470.5,0,-1.0,-1.0,-1.0,G.P. Putnam's Sons,3/6/2007,"Davenport Lucas Fictitious character Fiction, Private investigators Fiction, Minneapolis Metropolitan Area Minn Fiction, Saint Paul Metropolitan Area Minn Fiction, Mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,34.0,51.0,10.0,29.0,22.0
