,isbn10,BibNum,title,subtitle,authors,categories,description,avg_rating,num_pages,num_ratings,best_seller,rank,price,weeks_on_list,publisher,publication_date,Subjects,ItemType,Checkouts_2005,Checkouts_2006,Checkouts_2007,Checkouts_2008,Checkouts_2009,Checkouts_2010,Checkouts_2011,Checkouts_2012,Checkouts_2013,Checkouts_2014,Checkouts_2015,Checkouts_2016,Checkouts_2017
707,0312422156,2670612.0,Middlesex,A Novel,Jeffrey Eugenides,Fiction,"Calliope's friendship with a classmate and her sense of identity are compromised by the adolescent discovery that she is a hermaphrodite, a situation with roots in her grandparents' desperate struggle for survival in the 1920s. By the author of The Virgin Suicides.Reader's Guide available. Reprint. 100,000 first printing.",3.995,529.0,533230.0,0,-1.0,-1.0,-1.0,Picador USA,9/16/2003,"Greek Americans Fiction, Suburban life Fiction, Grosse Pointe Mich Fiction, Detroit Mich Fiction, Gender identity Fiction, Intersexuality Fiction, Teenagers Fiction, Bildungsromans, Domestic fiction",acbk,0.0,0.0,0.0,0.0,0.0,52.0,152.0,220.0,193.0,120.0,144.0,148.0,115.0
708,0143036661,2670617.0,March,None,Geraldine Brooks,Fiction,"In a story inspired by the father character in Little Women and drawn from the journals and letters of Louisa May Alcott's father Bronson, a man leaves behind his family to serve in the Civil War and finds his marriage and beliefs profoundly challenged by his experiences. Reader's Guide included. Reprint.",3.75,280.0,48424.5,0,-1.0,-1.0,-1.0,Penguin,1/31/2006,"March family Fictitious characters Fiction, Fathers and daughters Fiction, Soldiers Fiction, United States History Civil War 1861 1865 Fiction, Historical fiction, Domestic fiction, War stories",acbk,0.0,0.0,0.0,0.0,0.0,33.0,79.0,31.0,75.0,68.0,69.0,90.0,42.0
709,0971500746,2676063.0,Transcending the Levels of Consciousness,The Stairway of Enlightenment,David R. Hawkins,Religion,"Explores the ego's expressions and inherent limitations and gives detailed explanations and instructions on how to transcend them. It expands the understanding of the levels of consciousness as presented in the wiedely-acclaimed Map of Consciousness. The book focuses on the individual, and studies the experiential subjective blocks to the advancement of awareness, at each level of consciousness. This leads to progressive spiritual awareness and on to higher levels of consciousness, providing specific steps for transcending each level, preparatory to advanced states such as Enlightenment itself. By analyzing the various obstacles and levels to be transcended, certain principles that support spiritual evolution are self-revealing. This book si therefore a practical manual rather than a comprehensive analysis.",4.52,407.0,442.0,0,-1.0,-1.0,-1.0,Veritas Publishing,6/28/2006,"Consciousness, Spirit, Enlightenment",acbk,0.0,0.0,0.0,0.0,0.0,5.0,14.0,17.0,18.0,12.0,17.0,16.0,9.0
710,0446698229,2686193.0,Fear and Loathing,On the Campaign Trail '72,Hunter S. Thompson,Biography & Autobiography,"The ""gonzo"" political journalist presents his frankly subjective observations on the personalities and political machinations of the 1972 presidential campaign, in a new edition of the classic account of the dark side of American politics. Reprint.",4.115,481.0,16909.0,0,-1.0,-1.0,-1.0,Warner Books (NY),10/1/2006,Presidents United States Election 1972,acbk,0.0,0.0,0.0,0.0,0.0,3.0,25.0,27.0,14.0,4.0,6.0,6.0,4.0
711,0307275930,2687445.0,If Beale Street Could Talk,A Novel,James Baldwin,Fiction,"When a pregnant Tish's boyfriend Fonny, a sculptor, is wrongfully jailed for the rape of a Puerto Rican woman, their families unite to prove the charge false. Reprint. 10,000 first printing.",4.235,197.0,17018.5,0,-1.0,-1.0,-1.0,Vintage,10/10/2006,"African Americans Fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,7.0,24.0,27.0,32.0,15.0,33.0,27.0,22.0
712,0679749063,2689196.0,The Great American Novel,None,Philip Roth,Fiction,A baseball farce in which Philip Roth casts an unlikely group of men as the country's baseball heroes.,3.635,416.0,177.0,0,-1.0,-1.0,-1.0,Vintage,4/11/1995,"Baseball players Fiction, Baseball teams Fiction, Scandals Fiction, Picaresque literature, Humorous fiction, Baseball stories",acbk,0.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,12.0,5.0,3.0,2.0,3.0
713,0802141900,2691108.0,Reservation Blues,None,Sherman Alexie,Fiction,"When Robert Johnson passes his enchanted guitar to Thomas-Builds-the-Fire, an epic journey of redemption begins that will take the storyteller and musician from the reservation, to Seattle, to Manhattan, and all points in between. Reader's Guide included. Reprint.",3.98,306.0,11021.0,0,-1.0,-1.0,-1.0,Grove Press,2/7/2005,"Indian reservations Fiction, Spokane Indians Fiction, Indians of North America Washington State Fiction, Washington State Fiction",acbk,0.0,0.0,0.0,0.0,0.0,3.0,100.0,56.0,60.0,64.0,48.0,78.0,108.0
714,1400095816,2691797.0,Before the Frost,None,Henning Mankell,Fiction,"Taking a position with the Ystad police force shortly after graduating, Linda Wallander, the daughter of veteran inspector Kurt Wallender, struggles with their contentious relationship before becoming embroiled in the case of a childhood friend, who has inexplicably disappeared. By the author of The Return of the Dancing Master. Reprint. 40,000 first printing.",3.85,375.0,8249.5,0,-1.0,-1.0,-1.0,Vintage Crime/Black Lizard,2/14/2006,"Wallander Kurt Fictitious character Fiction, Police Sweden Ystad Fiction, Mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,7.0,140.0,97.0,30.0,55.0,42.0,27.0,11.0
715,055358135X,2698517.0,War of the Rats,None,David L. Robbins,Fiction,"During the siege of Stalingrad at the height of World War II, two master snipers--Chief Master Sergeant Vasily Zaitsev and German marksman Heinz Thorvald--embark on a deadly and calculating competition to destroy each other. By the author of Souls to Keep. Reprint.",4.11,512.0,1765.5,0,-1.0,-1.0,-1.0,Bantam,6/6/2000,"Soviet Union History German occupation 1941 1944 Fiction, World War 1939 1945 Campaigns Eastern Front Fiction, Stalingrad Battle of Volgograd Russia 1942 1943 Fiction, War stories, Historical fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,1.0,1.0,2.0,2.0
716,0486203948,2701815.0,Fads and Fallacies in the Name of Science,None,Martin Gardner,Science,"Reviews fads, hoaxes, and cults propagated under the guise of being scientifically founded and proven",4.06,384.0,1010.0,0,-1.0,-1.0,-1.0,Dover Publications (NY),6/1/1957,Science Miscellanea,acbk,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,6.0,2.0,2.0,1.0
717,0156306301,2702244.0,Fiasco,None,Stanislaw Lem,Fiction,"When a crew of earthmen--among them a space pilot, a military leader, a scientist, and a priest--reach the planet Quinta, the travelers descend into the very depths of the human condition",4.12,322.0,2203.0,0,-1.0,-1.0,-1.0,Mariner Books,3/15/1988,Science fiction,acbk,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,17.0,12.0,7.0,3.0,2.0
718,0160729947,2702597.0,More Readings from One Man's Wilderness,"The Journals of Richard L. Proenneke, 1974-1980",Richard Proenneke,Frontier and pioneer life,None,4.42,496.0,235.0,0,-1.0,-1.0,-1.0,National Park Service,1/5/2006,"Proenneke Richard Diaries, Pioneers Alaska Twin Lakes Region Lake and Peninsula Borough Diaries, Frontier and pioneer life Alaska Twin Lakes Region Lake and Peninsula Borough, Wilderness survival Alaska Twin Lakes Region Lake and Peninsula Borough, Twin Lakes Region Lake and Peninsula Borough Alaska Description and travel, Twin Lakes Region Lake and Peninsula Borough Alaska Biography, Lake Clark National Park and Preserve Alaska Description and travel, Lake Clark National Park and Preserve Alaska Biography",acbk,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,11.0,2.0,6.0,1.0,3.0
719,0385264739,2702616.0,Children of the Alley,None,Najīb Maḥfūẓ,Fiction,The story of an Egyptian family mirrors the spiritual history of humankind as a feudal lord disowns one son for diabolical pride and puts another son to the ultimate test,4.1,464.0,1158.0,0,-1.0,-1.0,-1.0,Anchor,10/18/1996,"Families Egypt Fiction, Egypt Fiction, Political fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,8.0,15.0,15.0,13.0,11.0
720,1400033543,2704861.0,You Shall Know Our Velocity!,None,Dave Eggers,Fiction,"After acquiring $32,000, Will and Hand, devastated over the death of their closest friend, travel around the world giving away the money, in a rowdy debut novel from the author of A Heartbreaking Work of Staggering Genius. Reprint. 125,000 first printing.",3.63,401.0,25585.5,0,-1.0,-1.0,-1.0,Vintage,7/1/2003,"Americans Foreign countries Fiction, Loss Psychology Fiction, Male friendship Fiction, Philanthropists Fiction, Grief Fiction, Humorous fiction, Psychological fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,32.0,33.0,24.0,11.0,7.0
721,0448444828,2710545.0,Who Was Anne Frank?,None,Ann Abramson,Juvenile Nonfiction,"Looks closely at Anne Frank's life before the secret annex, what life was like in hiding from the Nazis, and the legacy of her diary.",4.26,103.0,1858.0,0,-1.0,-1.0,-1.0,Penguin Workshop,1/18/2007,"Frank Anne 1929 1945 Juvenile literature, Jews Netherlands Amsterdam Biography Juvenile literature, Holocaust Jewish 1939 1945 Netherlands Amsterdam Biography Juvenile literature, Hidden children Holocaust Netherlands Amsterdam Biography Juvenile literature, Amsterdam Netherlands Biography Juvenile literature, Jews, Holocaust Jewish 1939 1945 Juvenile literature, Hidden children Holocaust Netherlands Juvenile literature",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,36.0,36.0,43.0,41.0,26.0
722,014044923X,2714944.0,Beyond Good and Evil,None,Friedrich Nietzsche,Philosophy,New chronology and further reading Translated by R. J. Hollingdale Introduction by Michael Tanner.,4.015,240.0,46119.0,0,-1.0,-1.0,-1.0,Penguin Classics,2/27/2003,"Philosophy German 19th century, Philosophy German 20th century, Nietzsche Friedrich Wilhelm 1844 1900 Translations into English",acbk,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,38.0,31.0,19.0,17.0,4.0
723,0312273223,2715575.0,Absent in the Spring and Other Novels,Absent in the Spring -- Giant's Bread -- The Rose and the Yew Tree,Mary Westmacott/Agatha Christie,Fiction,"Originally written by Agatha Christie under the pseudonym of Mary Westmacott, these three classic novels--Giants' Bread, Absent in the Spring, and The Rose and the Yew Tree--appear in a special omnibus edition. Original. 10,000 first printing.",4.1850000000000005,656.0,92.5,0,-1.0,-1.0,-1.0,Minotaur Books,9/22/2001,"Middle class women Fiction, Young women Fiction, Composers Fiction, England Fiction, Domestic fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,22.0,24.0,12.0,14.0,13.0
724,1590171497,2715618.0,The Man Who Watched Trains Go By,None,Georges Simenon;Marc Romano;Douglas Thin,Fiction,A man who has lived within the lines of moral conduct and good behavior for most of his life discovers in one fateful evening that his world is unraveling and commits murder--an act that seems to contradict his entire life. Reprint.,3.85,203.0,1388.5,0,-1.0,-1.0,-1.0,New York Review of Books,11/7/2005,Mentally ill Fiction,acbk,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,14.0,16.0,16.0,14.0,8.0
725,0312321198,2716002.0,Something Borrowed,None,Emily Giffin,Fiction,"After a night of indiscriminate partying, Rachel sleeps with a close friend's fianc and is consumed with guilt, until the intensity of her feelings forces her to make a difficult choice. A first novel. Reprint. 125,000 first printing.",3.8449999999999998,322.0,24473.0,1,5.0,14.99,7.0,St. Martin's Griffin,4/1/2005,"Triangles Interpersonal relations Fiction, Risk taking Psychology Fiction, Female friendship Fiction, Single women Fiction, Psychological fiction, Love stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,211.0,143.0,116.0,59.0,39.0,34.0,28.0
726,006091646X,2716181.0,The Dance of Intimacy,A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,Psychology,"In The Dance of Intimacy, the bestselling author of The Dance of Anger outlines the steps to take so that good relationships can be strengthened and difficult ones can be healed. Taking a careful look at those relationships where intimacy is most challenged--by distance, intensity, or pain--she teaches us about the specific changes we can make to achieve a more solid sense of self and a more intimate connectedness with others. Combining clear advice with vivid case examples, Dr. Lerner offers us the most solid, helpful book on intimate relationships that both women and men may ever encounter.",4.0649999999999995,255.0,7248.0,0,-1.0,-1.0,-1.0,William Morrow Paperbacks,1/1/1989,"Women Psychology, Intimacy Psychology, Interpersonal relations, Change Psychology",acbk,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,34.0,23.0,25.0,17.0,15.0
727,0312300336,2718052.0,Banvard's Folly,Thirteen Tales of People Who Didn't Change the World,Paul Collins,History,"The historical record crowns success. Those enshrined in its annals are men and women whose ideas, accomplishments, or personalities have dominated, endured, and most important of all, found champions. John F. Kennedy's Profiles in Courage, Giorgio Vasari's Lives of the Artists, and Samuel Johnson's Lives of the Poets are classic celebrations of the greatest, the brightest, the eternally constellated. Paul Collins' Banvard's Folly is a different kind of book. Here are thirteen unforgettable portraits of forgotten people: men and women who might have claimed their share of renown but who, whether from ill timing, skullduggery, monomania, the tinge of madness, or plain bad luck-or perhaps some combination of them all-leapt straight from life into thankless obscurity. Among their number are scientists, artists, writers, entrepreneurs, and adventurers, from across the centuries and around the world. They hold in common the silenced aftermath of failure, the name that rings no bells. Collins brings them back to glorious life. John Banvard was an artist whose colossal panoramic canvasses (one behemoth depiction of the entire eastern shore of the Mississippi River was simply known as ""The Three Mile Painting"") made him the richest and most famous artist of his day. . . before he decided to go head to head with P. T. Barnum. René Blondot was a distinguished French physicist whose celebrated discovery of a new form of radiation, called the N-Ray, went terribly awry. At the tender age of seventeen, William Henry Ireland signed ""William Shakespeare"" to a book and launched a short but meteoric career as a forger of undiscovered works by the Bard -- until he pushed his luck too far. John Symmes, a hero of the War of 1812, nearly succeeded in convincing Congress to fund an expedition to the North Pole, where he intended to prove his theory that the earth was hollow and ripe for exploitation; his quixotic quest counted Jules Verne and Edgar Allan Poe among its greatest admirers. Collins' love for what he calls the ""forgotten ephemera of genius"" give his portraits of these figures and the other nine men and women in Banvard's Folly sympathetic depth and poignant relevance. Their effect is not to make us sneer or revel in schadenfreude; here are no cautionary tales. Rather, here are brief introductions-acts of excavation and reclamation-to people whom history may have forgotten, but whom now we cannot.",3.975,320.0,505.5,0,-1.0,-1.0,-1.0,Picador,5/3/2002,Eccentrics and eccentricities Biography,acbk,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,1.0,8.0,2.0,3.0
728,0307278360,2718210.0,The Sunset Limited,A Novel in Dramatic Form,Cormac McCarthy,Drama,"McCarthy's new play packs all the wallop of his gut-wrenching fiction. ""The Sunset Limited,"" though, is not about blood and guts but about the battle for the human soul.",3.96,160.0,6330.0,0,-1.0,-1.0,-1.0,Vintage,10/24/2006,Meaning Philosophy Drama,acbk,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,17.0,5.0,8.0,3.0,0.0
729,0679748148,2719854.0,Sanctuary,The Corrected Text,William Faulkner,Fiction,An assortment of perverse characters act out this dramatic story of the kidnapping of a Mississippi debutante,3.64,317.0,9167.5,0,-1.0,-1.0,-1.0,Vintage,12/6/1993,"Women Crimes against Fiction, Kidnapping Fiction, Rape Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,12.0,13.0,16.0,8.0,0.0
730,0140309594,2719876.0,Pippi Goes on Board,None,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,The further adventures of Pippi and her friends Tommy and Annika.,4.12,140.0,10240.5,0,-1.0,-1.0,-1.0,Puffin Books,2/24/1977,"Adventure stories, Humorous stories, Sweden Juvenile fiction",jcbk,0.0,0.0,0.0,0.0,0.0,0.0,27.0,43.0,53.0,43.0,29.0,21.0,19.0
731,0300101058,2719993.0,Hamlet,None,William Shakespeare/Burton Raffel/Harold Bloom,Drama,"""In his introduction, Raffel offers important background on the origins and previous versions of the Hamlet story, along with an analysis of the characters Hamlet and Ophelia. And in a concluding essay, Harold Bloom meditates on the originality of Shakespeare's achievement. The book also includes a careful selection of items for further reading.""--BOOK JACKET.",4.015,249.0,795.5,0,-1.0,-1.0,-1.0,Yale University Press,9/10/2003,"Hamlet Legendary character Drama, Murder victims families Drama, Fathers Death Drama, Princes Drama, Revenge Drama, Denmark Drama, Tragedies",acbk,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,23.0,13.0,21.0,13.0,17.0
732,0156027917,2720293.0,A Writer's Diary,Being Extracts from the Diary of Virginia Woolf,Virginia Woolf/Leonard Woolf,Biography & Autobiography,Extracts drawn by Virginia Woolf's husband from the personal record she kept over a period of twenty-seven years offer insight into the art and mind of the twentieth-century author.,4.255,355.0,3282.0,0,-1.0,-1.0,-1.0,Mariner Books,3/31/2003,"Woolf Virginia 1882 1941 Diaries, Novelists English 20th century Diaries",acbk,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,13.0,18.0,19.0,12.0,8.0
733,0143038095,2721701.0,The Joy Luck Club,None,Amy Tan,Fiction,"Encompassing two generations and a rich blend of Chinese and American history, the story of four struggling, strong women also reveals their daughter's memories and feelings.",3.915,288.0,557894.0,0,-1.0,-1.0,-1.0,Penguin Books,9/21/2006,"Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,54.0,84.0,104.0,106.0,71.0,39.0,48.0
734,0226677141,2722744.0,A Dance to the Music of Time,First Movement,Anthony Powell,Fiction,"""Movement 2. The rumble of distant events in Germany and Spain presages the storm of WWII. In England, even as the whirl of marriages and adulteries, fashions and frivolities, personal triumphs and failures gathers speed, men and women find themselves on the brink of fateful choices.",3.95,718.0,3748.5,0,-1.0,-1.0,-1.0,University of Chicago Press,5/31/1995,"England Social life and customs 20th century Fiction, Autobiographical fiction English",acbk,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.0,23.0,21.0,32.0,25.0,17.0
735,0743233212,2725328.0,Them,Adventures with Extremists,Jon Ronson,Political Science,"From the bestselling author of The Psychopath Test: A Journey Through the Madness Industry and So You’ve Been Publicly Shamed. A wide variety of extremist groups -- Islamic fundamentalists, neo-Nazis -- share the oddly similar belief that a tiny shadowy elite rule the world from a secret room. In Them, journalist Jon Ronson has joined the extremists to track down the fabled secret room. As a journalist and a Jew, Ronson was often considered one of ""Them"" but he had no idea if their meetings actually took place. Was he just not invited? Them takes us across three continents and into the secret room. Along the way he meets Omar Bakri Mohammed, considered one of the most dangerous men in Great Britain, PR-savvy Ku Klux Klan Grand Wizard Thom Robb, and the survivors of Ruby Ridge. He is chased by men in dark glasses and unmasked as a Jew in the middle of a Jihad training camp. In the forests of northern California he even witnesses CEOs and leading politicians -- like Dick Cheney and George Bush -- undertake a bizarre owl ritual. Ronson's investigations, by turns creepy and comical, reveal some alarming things about the looking-glass world of ""us"" and ""them."" Them is a deep and fascinating look at the lives and minds of extremists. Are the extremists onto something? Or is Jon Ronson becoming one of them?",3.95,336.0,11528.0,0,-1.0,-1.0,-1.0,Simon  Schuster,1/7/2003,"Radicals, Radicalism",acbk,0.0,0.0,0.0,0.0,0.0,0.0,30.0,42.0,61.0,25.0,37.0,21.0,13.0
736,0140446044,2728467.0,The Complete Essays,None,Michel Montaigne,Literary Collections,"In 1572 Montaigne retired to his estates in order to devote himself to leisure, reading and reflection. There he wrote his constantly expanding 'essays', inspired by the ideas he found in books from his library and his own experience. He discusses subjects as diverse as war-horses and cannibals, poetry and politics, sex and religion, love and friendship, ecstasy and experience. Above all, Montaigne studied himself to find his own inner nature and that of humanity. The Essays are among the most idiosyncratic and personal works in all literature. An insight into a wise Renaissance mind, they continue to engage, enlighten and entertain modern readers.",4.235,1344.0,10489.0,0,-1.0,-1.0,-1.0,Penguin Classics,2/25/1993,Montaigne Michel de 1533 1592 Translations into English,acbk,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,13.0,10.0,13.0,17.0,11.0
737,0142437786,2728533.0,The Portable John Adams,None,John Adams,Biography & Autobiography,"A collection of writings by America's second president features selections from his correspondence with his wife, Abigail, along with diary excerpts, parts of his memoirs, and such political writings as ""A Dissertation on Canon and Feudal Law,"" ""Thoughts on Government,"" ""A Defense of Constitutions,"" ""Novanglus,"" and """"Discourse on Davila."" Original.",4.140000000000001,533.0,56.5,0,-1.0,-1.0,-1.0,Penguin Books,6/29/2004,"Adams John 1735 1826, United States Politics and government 1775 1783, United States Politics and government 1783 1865, Adams John 1735 1826 Diaries, Adams John 1735 1826 Correspondence",acbk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0
738,0140446427,2728564.0,What is Art?,None,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,Art,None,3.71,230.0,123.5,0,-1.0,-1.0,-1.0,Penguin Classics,8/31/1995,"Arts Philosophy, Arts and morals",acbk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,6.0,7.0,5.0,3.0
739,0140444084,2728813.0,Love Visions,None,Geoffrey Chaucer,Literary Criticism,Gathers four of Chaucer's longer poems that depict poetic dreams about the rituals and emotions of courtly love,3.5949999999999998,272.0,68.5,0,-1.0,-1.0,-1.0,Penguin Classics,5/26/1983,English poetry Middle English 1100 1500,acbk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0
740,067179356X,2729696.0,In the Name of Love,Ann Rule's Crime Files,Ann Rule,Literary Criticism,"A collection of true crime cases includes the case of Jerry Harris, a self-made millionaire whose disappearance prompted his wife's eight-year search for answers",4.035,414.0,1330.5,0,-1.0,-1.0,-1.0,Pocket Books,1/1/1998,"Murder United States Case studies, Criminals Case studies, Crime Case studies, True crime stories",acbk,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,8.0,8.0,23.0,25.0,12.0
741,1569473641,2730115.0,Murder in the Bastille,None,Cara Black,Fiction,"When a woman wearing an identical jacket to Aimée Leduc's leaves her cell phone on a restaurant table, Aimee follows her to return it, only to be attacked and left blind, discovering that the other woman had been murdered. Reprint",3.73,276.0,1173.0,0,-1.0,-1.0,-1.0,Soho Crime,4/1/2004,"Leduc Aimee Fictitious character Fiction, Bastille Fiction, Women private investigators France Paris Fiction, Paris France Fiction, Mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,31.0,46.0,48.0,34.0,17.0,10.0,7.0
742,0140447202,2730239.0,Maxims and Reflections,None,Johann Goethe,Literary Collections,"Throughout his long, hectic and astonishingly varied life, Johann Wolfgang von Goethe (1749�1832) would jot down his passing thoughts on theatre programmes, visiting cards, draft manuscripts and even bills � Goethe was probably the last true �Renaissance Man�. Although employed as a Privy Councillor at the Duke of Weimar�s court, where he helped oversee major mining, road-building and irrigation projects, he also painted, directed plays, carried out research in anatomy, botany and optics � and still found time to produce masterpieces in every literary genre. His fourteen hundred Maxims and Reflections reveal some of his deepest thought on art, ethics, literature and natural science, but also his immediate reactions to books, chance encounters or his administrative work. Although variable in quality, the vast majority have a freshness and immediacy which vividly conjure up Goethe the man. They make an ideal introduction to one of the greatest of European writers.",3.8099999999999996,208.0,267.5,0,-1.0,-1.0,-1.0,Penguin Books,3/1/1999,"Goethe Johann Wolfgang von 1749 1832 Translations into English, Goethe Johann Wolfgang von 1749 1832 Anecdotes, Maxims",acbk,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,8.0,4.0,1.0
743,0140449779,2730268.0,The Women's War,None,Alexandre Dumas,Fiction,"The Baron des Canolles is a man torn apart by the civil war that dominates mid-seventeenth century France. For while the na�ve Gascon soldier cares little for the politics behind the battles, he is torn apart by a deep passion for two powerful women on opposing sides of the war: Nanon de Lartigues, a keen supporter of the Queen Regent Anne of Austria, and the Victomtesse de Cambes, who supports the rebellious forces of the Princess de Cond�. Set around Bordeaux during the first turbulent years of the reign of Louis XIV, The Women�s War sees two women taking central stage in a battle for all France. Humorous, dramatic and romantic, it offers a compelling exploration of political intrigue, the power of redemption, the force of love and the futility of war.",3.9400000000000004,546.0,290.0,0,-1.0,-1.0,-1.0,Penguin Classics,4/27/2006,"Women France History 17th century Fiction, Adventure and adventurers France Fiction, France History Louis XIV 1643 1715 Fiction, Historical fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0
744,0385418868,2731866.0,The Power of Myth,None,Joseph Campbell,Philosophy,"The noted mythologist discusses the relationship of ancient myths to modern life, including discussions of recent heros, tales of love and marriage, the power of myth, and mythic themes",4.295,320.0,37746.0,0,-1.0,-1.0,-1.0,Anchor,6/1/1988,"Myth, Campbell Joseph 1904 1987 Interviews, Mythologists United States Interviews",acbk,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,43.0,48.0,62.0,47.0,45.0
745,0312948964,2732060.0,Two for the Dough,None,Janet Evanovich,Fiction,"Chasing Kenny Mancuso, who had fled after inadvertently shooting his best friend, New Jersey bounty hunter Stephanie Plum becomes involved in an all-out manhunt for gunrunners and illegal weapons and is pursued by vice cop Joe Morelli. Reprint.",4.11,325.0,2475.0,0,-1.0,-1.0,-1.0,St. Martin's Press,6/29/2007,"Plum Stephanie Fictitious character Fiction, Private investigators Fiction, Women detectives New Jersey Fiction, Bail bond agents New Jersey Fiction, Trenton N J Fiction, Mystery fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,57.0,125.0,69.0,74.0,34.0,9.0,6.0
746,014043089X,2732078.0,De Profundis and Other Writings,None,Oscar Wilde,Fiction,No Marketing Blurb,4.21,252.0,2275.5,0,-1.0,-1.0,-1.0,Penguin Books,8/26/1976,English prose literature 19th century,acbk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,3.0,7.0,1.0
747,0060882867,2732188.0,The Autumn of the Patriarch,None,Gabriel Garcia Marquez,Fiction,"One of Gabriel García Márquez's most intricate and ambitious works, The Autumn of the Patriarch is a brilliant tale of a Caribbean tyrant and the corruption of power. From charity to deceit, benevolence to violence, fear of God to extreme cruelty, the dictator of The Autumn of the Patriarch embodies the best and the worst of human nature. Gabriel García Márquez, the renowned master of magical realism, vividly portrays the dying tyrant caught in the prison of his own dictator-ship. Employing an innovative, dreamlike style, and overflowing with symbolic descriptions, the novel transports the reader to a world that is at once fanciful and real.",3.85,255.0,12104.0,0,-1.0,-1.0,-1.0,Harper Perennial Modern Classics,3/14/2006,"Dictators Fiction, Corruption Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,15.0,30.0,10.0,24.0,13.0
748,0743203046,2733880.0,Bowling Alone,The Collapse and Revival of American Community,Robert D. Putnam,History,"Shows how changes in work, family structure, women's roles, and other factors have caused people to become increasingly disconnected from family, friends, neighbors, and democratic structures--and how they may reconnect.",3.795,544.0,4590.0,0,-1.0,-1.0,-1.0,Simon  Schuster,8/7/2001,"United States Social conditions 1945, Social change United States History 20th century",acbk,0.0,0.0,0.0,0.0,0.0,0.0,23.0,49.0,41.0,32.0,69.0,56.0,32.0
749,0345442636,2734963.0,The Silent Gondoliers,None,William Goldman,Fiction,Recounts the story of Luigi the Gondolier and the secret of the sudden silence of the singing gondoliers of Venice's Grand Canal.,3.8049999999999997,128.0,1314.5,0,-1.0,-1.0,-1.0,Del Rey,1/2/2001,"Boatmen Italy Venice Fiction, Gondolas Italy Venice Fiction, Venice Italy Fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,4.0,8.0,5.0,1.0
750,0679749845,2737615.0,The Comfort of Strangers,None,Ian McEwan,Fiction,"While on holiday, a young couple meets the son of the local gentry and his wife and are drawn by sexual obsession into a nightmare of violence",3.415,128.0,10723.5,0,-1.0,-1.0,-1.0,Anchor,11/1/1994,"British Italy Fiction, Violence Fiction, Italy Fiction, Psychological fiction, Suspense fiction, Erotic fiction",acbk,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,29.0,30.0,25.0,17.0,11.0
