,isbn10,isbn13,title,authors,edition,binding,publisher,publish_year
0,0761148574,9780761148579,What to Expect When You're Expecting,"Murkoff, Heidi; Mazel, Sharon",4th,Paperback,Workman Publishing Company,2008
1,1419739034,9781419739033,Wrecking Ball (Diary of a Wimpy Kid Book 14),"Kinney, Jeff",Illustrated,Hardcover,Harry N. Abrams,2019
2,0545791421,9780545791427,"Harry Potter The Illustrated 4 Books Collection Set By J K Rowling - The Philosophers Stone, The Chamber of Secrets, The Prisoner of Azkaban, The Goblet of Fire",J.K. Rowling,1,Hardcover,Bloomsbury Children's Books,2020
3,059035342X,9780590353427,Harry Potter and the Sorcerer's Stone,"Rowling, J.K.","1st Scholastic Td Ppbk Print., Sept.1999",Paperback,Scholastic,1998
4,1419727435,9781419727436,The Meltdown (Diary of a Wimpy Kid Book 13),"Kinney, Jeff",,Kindle Edition,Amulet Books,2018
5,133829914X,9781338299144,Harry Potter and the Sorcerer's Stone (1),"Rowling, J. K.",20th Anniversary ed.,Paperback,Arthur A. Levine Books,2018
6,0786838655,9780786838653,"The Lightning Thief (Percy Jackson and the Olympians, Book 1)","Riordan, Rick",1,Paperback,Disney-Hyperion,2006
7,1338263897,9781338263893,Fantastic Beasts: The Crimes of Grindelwald ― The Original Screenplay (Harry Potter),"Rowling, J. K.",Illustrated,Hardcover,Arthur A. Levine Books,2018
8,0545790352,9780545790352,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","Rowling, J.K.",Illustrated,Hardcover,Arthur A. Levine Books,2015
9,1419725459,9781419725456,The Getaway,"Kinney, Jeff",1,Hardcover,Amulet Books,2017
10,1338262181,9781338262186,The Tales of Beedle the Bard: The Illustrated Edition (Harry Potter),"Rowling, J.K.; Rowling, J. K.",Illustrated,Hardcover,Arthur A. Levine Books,2018
11,1338218395,9781338218398,Harry Potter Books 1-7 Special Edition Boxed Set,"Rowling, J.K.; Rowling, J. K.",Special,Paperback,Arthur A. Levine Books,2018
12,1484707230,9781484707234,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians),"Riordan, Rick",Box Pap/Ps,Paperback,Disney-Hyperion,2014
13,0545791340,9780545791342,Harry Potter and the Prisoner of Azkaban: Illustrated Edition (Harry Potter Illustrated Edtn) & Unofficial Harry Potter - The Ultimate Amazing Complete Quiz Book 2 Books Collection Set,J.K. Rowling,,Paperback,Bloomsbury Children's Books/Iota Publishing Limited,2019
14,0545791324,9780545791328,Harry Potter and the Chamber of Secrets: Illustrated Edition (Harry Potter Illustrated Edtn) & Unofficial Harry Potter - The Ultimate Amazing Complete Quiz Book 2 Books Collection Set,J.K. Rowling; Iota,109th,Paperback,Bloomsbury Children's Books/Iota Publishing Limited,2019
15,1338267108,9781338267105,Harry Potter: A Journey Through a History of Magic,British Library,,Paperback,Arthur A. Levine Books,2017
16,1419723448,9781419723445,Double Down (Diary of a Wimpy Kid #11),"Kinney, Jeff",ana,Hardcover,Amulet Books,2016
17,133821666X,9781338216660,"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production: The Official Script Book of the Original West End Production","Rowling, J. K.; Thorne, Jack; Tiffany, John",,Paperback,Arthur A. Levine Books,2017
18,1338099132,9781338099133,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script","Rowling, J.K.; Thorne, Jack; Tiffany, John",Special Rehearsal Script ed.,Hardcover,Arthur A. Levine Books,2016
19,0062315005,9780062315007,Paulo Coelho Collection 10 Books Set,Paulo Coelho,25th ed.,Paperback,HARPER COLLINS,2022
20,1338132318,9781338132311,Fantastic Beasts and Where to Find Them,"Scamander, Newt; Rowling, J.K.",Illustrated,Hardcover,Arthur A. Levine Books,2017
21,1338109065,9781338109061,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),"Rowling, J.K.",Illustrated,Hardcover,Arthur A. Levine Books,2016
22,074324754X,9780743247542,The Glass Castle: A Memoir,"Walls, Jeannette",Reprint,Paperback,Scribner,2006
23,1419717014,9781419717017,Old School (Diary of a Wimpy Kid #10),"Kinney, Jeff",2nd,Hardcover,Amulet Books,2015
24,1423131983,9781423131984,"Battle of the Labyrinth, The (Percy Jackson and the Olympians, Book 4)","Riordan, Rick",1st,Kindle Edition,Disney Hyperion,2009
25,1423131983,9781423131984,"Battle of the Labyrinth, The (Percy Jackson and the Olympians, Book 4)","Riordan, Rick",1st,Kindle Edition,Disney Hyperion,2009
26,1338097679,9781338097672,Hogwarts Classics (Harry Potter),"Rowling, J.K.",Slp,Hardcover,Arthur A. Levine Books,2016
27,0545850568,9780545850568,Fantastic Beasts & Where to Find Them (Harry Potter),"Scamander, Newt",English Language,Hardcover,Arthur A. Levine Books,2015
28,1423131894,9781423131892,"Lightning Thief, The (Percy Jackson and the Olympians, Book 1)","Riordan, Rick",1st,Kindle Edition,Disney Hyperion,2009
29,0375725601,9780375725609,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,~,Paperback,Vintage,2004
30,0061122416,9780061122415,The Alchemist,Paulo Coelho,1st,Paperback,HarperOne,1993
31,141971189X,9781419711893,Diary of a Wimpy Kid: The Long Haul,"Kinney, Jeff",1st,Hardcover,Amulet Books,2014
32,0439358078,9780439358071,Harry Potter And The Order Of The Phoenix,"Rowling, J.K.",,Paperback,Scholastic Paperbacks,2004
33,0545044251,9780545044257,Harry Potter Hardcover Boxed Set: Books 1-7,J. K. Rowling,Box,Hardcover,Arthur A. Levine Books,2007
34,1534427201,9781534427204,Dork Diaries 14: Tales from a Not-So-Best Friend Forever (14),"Russell, Rachel Renée",Illustrated,Hardcover,Aladdin,2019
35,080241270X,9780802412706,The 5 Love Languages: The Secret to Love that Lasts,"Chapman, Gary",Reprint,Paperback,Northfield Publishing,2015
36,0802473156,9780802473158,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Reprint,Paperback,Northfield Publishing,2010
37,0803736800,9780803736801,Dragons Love Tacos,Adam Rubin,Illustrated,Hardcover,Dial Books,2012
38,1419711326,9781419711329,"Diary of a Wimpy Kid: Hard Luck, Book 8","Kinney, Jeff",Diary of a Wimpy Kid 8th Edition,Hardcover,Amulet Books,2013
39,0399255370,9780399255373,The Day the Crayons Quit,"Daywalt, Drew",1st,Hardcover,Philomel Books,2013
40,0316017930,9780316017930,"Malcolm Gladwell Collection 3 Books Set (The Tipping Point, Blink The Power of Thinking Without Thinking, Outliers The Story of Success)",Malcolm Gladwell,,Paperback,Penguin Book,2019
41,1534426388,9781534426382,Dork Diaries 13: Tales from a Not-So-Happy Birthday (13),"Russell, Rachel Renée",1,Hardcover,Aladdin,2018
42,0307980537,9780307980533,Soccer on Sunday,"Osborne, Mary Pope",1st,Hardcover,Random House,2014
43,0375842209,9780375842207,The Book Thief,Markus Zusak,Illustrated,Paperback,Knopf Books for Young Readers,2007
44,0439064872,9780439064873,Harry Potter and the Chamber of Secrets,J. K. Rowling,Illustrated,Paperback,Scholastic Paperbacks,2000
45,0375868267,9780375868269,A Perfect Time for Pandas (Magic Tree House),"Osborne, Mary Pope",,Hardcover,Random House Books for Young Readers,2012
46,0375868259,9780375868252,Abe Lincoln at Last! (Magic Tree House),"Osborne, Mary Pope",3072nd,Hardcover,Random House Books for Young Readers,2011
47,1534405607,9781534405608,Dork Diaries 12: Tales from a Not-So-Secret Crush Catastrophe (12),"Russell, Rachel Renée",,Hardcover,Aladdin,2017
48,0811879542,9780811879545,"Press Here, Mix It Up!, Let's Play and ZazaZoom Bundle",Hervé Tullet,Ina,Product Bundle,Chronicle Books,2011
49,1419705849,9781419705847,"The Third Wheel (Diary of a Wimpy Kid, Book 7)","Kinney, Jeff",1st Edition,Hardcover,Amulet Books,2012
50,0375868240,9780375868245,Dogs in the Dead of Night (Magic Tree House (R) Merlin Mission),"Osborne, Mary Pope",First Edition,Hardcover,Random House Books for Young Readers,2011
51,1423136802,9781423136804,Percy Jackson pbk 5-book boxed set (Percy Jackson & the Olympians),"Riordan, Rick",Box,Paperback,Disney-Hyperion,2011
52,0545132061,9780545132060,"Raina Telgemeier Collection 5 Books Set (Sisters, Drama, Smile, Ghosts, Guts)",Raina Telgemeier,1,Paperback,Scholastic Book,2019
53,1401216676,9781401216672,"Batman: The Killing Joke, Deluxe Edition","Moore, Alan; Bolland, Brian; Bolland, Brian",Deluxe,Hardcover,DC Comics,2008
54,0375868232,9780375868238,A Crazy Day with Cobras (Magic Tree House (R) Merlin Mission),"Osborne, Mary Pope",,Hardcover,Random House Books for Young Readers,2011
55,0811877825,9780811877824,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Rinker, Sherri Duskey",Illustrated,Hardcover,Chronicle Books,2011
56,0375869026,9780375869020,Wonder,"Palacio, R. J.",1,Hardcover,Knopf Books for Young Readers,2012
57,0316268399,9780316268394,Twilight Tenth Anniversary/Life and Death Dual Edition,"Meyer, Stephenie",Anniversary,Hardcover,"Little, Brown Books for Young Readers",2015
58,0375856501,9780375856501,Leprechaun in Late Winter (Magic Tree House (R) Merlin Mission),"Osborne, Mary Pope",1,Hardcover,Random House Books for Young Readers,2010
59,0545229936,9780545229937,"The Hunger Games (Hunger Games Trilogy, Book 1)","Collins, Suzanne",Reprint,Kindle Edition,Scholastic Press,2009
60,0316032832,9780316032834,Breaking Dawn (The Twilight Saga Book 4),"Meyer, Stephenie",1st,Kindle Edition,"Little, Brown Books for Young Readers",2008
61,0679603751,9780679603757,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2,Hardcover,Random House,2010
62,0545317800,9780545317801,"Mockingjay (Hunger Games Trilogy, Book 3)","Collins, Suzanne",1st,Kindle Edition,Scholastic Inc.,2010
63,0316007722,9780316007726,New Moon (The Twilight Saga Book 2),"Meyer, Stephenie",2,Kindle Edition,"Little, Brown Books for Young Readers",2007
64,0385376715,9780385376716,"Emily Winfield Martin Collection 3 Books Set (The Wonderful Things You Will Be [Hardcover], Dream Animals, Day Dreamers)",Emily Winfield Martin,1,Board book,Random House Books for Young Readers,2019
65,0143038419,9780143038412,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia","Gilbert, Elizabeth",,Paperback,Riverhead Books,2007
66,0316067938,9780316067935,"Twilight Series Stephenie Meyer 6 Books Collection Set (Twilight, New Moon, Eclipse, Breaking Dawn, The Short Second Life Of Bree Tanner, Midnight Sun)",Stephenie Meyer,,Paperback,Atom,2020
67,1400052181,9781400052189,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca",,Paperback,Broadway Books,2011
68,1481479202,9781481479202,Dork Diaries 11: Tales from a Not-So-Friendly Frenemy (11),"Russell, Rachel Renée",Illustrated,Hardcover,Aladdin,2016
69,0849946158,9780849946158,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo; Lynn Vincent,Original,Paperback,Thomas Nelson,2010
70,0143038257,9780143038252,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson; David Oliver Relin,Reprint,Paperback,Penguin Books,2007
71,1423101472,9781423101475,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Riordan, Rick",Illustrated,Hardcover,Disney Hyperion Books for Children,2009
72,1338347217,9781338347210,Captain Underpants and the Terrifying Return of Tippy Tinkletrousers: Color Edition (Captain Underpants #9),"Pilkey, Dav",Color,Hardcover,Scholastic Inc.,2019
73,0810993139,9780810993136,"Diary of a Wimpy Kid, Book 1","Kinney, Jeff",1,Hardcover,Amulet Books,2007
74,1423101499,9781423101499,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)","Riordan, Rick",Reprint,Paperback,Disney-Hyperion,2009
75,1338271512,9781338271515,Captain Underpants and the Preposterous Plight of the Purple Potty People: Color Edition,"Pilkey, Dav",Color,Hardcover,Scholastic Inc.,2019
76,1419702238,9781419702235,"Cabin Fever (Diary of a Wimpy Kid, Book 6)","Kinney, Jeff",1,Hardcover,Amulet Books,2011
77,031617615X,9780316176156,Breaking Dawn (The Twilight Saga),"Meyer, Stephenie","Media Tie In, Reprint",Mass Market Paperback,"Little, Brown Books for Young Readers",2011
78,0374533555,9780374533557,"Thinking, Fast and Slow By Daniel Kahneman & Mindset - Updated Edition: Changing The Way You think To Fulfil Your Potential By Dr Carol Dweck 2 Books Collection Set",Carol S. Dweck; Daniel Kahneman,1,Paperback,Penguin/Robinson,2020
79,1423101502,9781423101505,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Riordan, Rick",Reprint,Paperback,Disney-Hyperion,2011
80,0553573403,9780553573404,"A Game of Thrones (A Song of Ice and Fire, Book 1)","Martin, George R.R.",Later Printing,Mass Market Paperback,Bantam,1997
81,0762447699,9780762447695,"The Miracle Morning, Everything is Figureoutable, You Are a Badass 3 Books Collection Set",Hal Elrod; Marie Forleo; Jen Sincero,1,Paperback,John Murray Learning/Portfolio Penguin,2020
82,0545663261,9780545663267,The Ballad of Songbirds and Snakes & The Hunger Games Mockingjay By Suzanne Collins 2 Books Collection Set,Suzanne Collins,1,Paperback,Scholastic,2020
83,1400064163,9781400064168,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,,Hardcover,Random House,2010
84,0812974492,9780812974492,"Unbroken (Movie Tie-in Edition): A World War II Story of Survival, Resilience, and Redemption","Hillenbrand, Laura",Media tie-in,Paperback,Random House Trade Paperbacks,2014
85,1607060760,9781607060765,The Walking Dead: Compendium One,Robert Kirkman,Illustrated,Paperback,Image Comics,2009
86,081298496X,9780812984965,Just Mercy: A Story of Justice and Redemption,"Stevenson, Bryan",Reprint,Paperback,One World,2015
87,0439023513,9780439023511,Mockingjay (The Hunger Games),Suzanne Collins,1st,Hardcover,Scholastic Press,2010
88,1338271504,9781338271508,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2: The Revenge of the Ridiculous Robo-Boogers: Color Edition (Captain Underpants #7): Color Edition","Pilkey, Dav",Color,Hardcover,Scholastic Inc.,2018
89,0553513095,9780553513097,"The Fever Code (Maze Runner, Book Five; Prequel) (The Maze Runner Series)","Dashner, James",First Edtion,Hardcover,Delacorte Press,2016
90,0545326990,9780545326995,"Raina Telgemeier Collection 5 Books Set (Sisters, Drama, Smile, Ghosts, Guts)",Raina Telgemeier,1,Paperback,Scholastic Book,2019
91,141970642X,9781419706424,"The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood, Revised and Expanded Edition (Diary of a Wimpy Kid)","Kinney, Jeff",Illustrated,Hardcover,Harry N. Abrams,2012
92,0590846280,9780590846288,The Adventures of Captain Underpants,Dav Pilkey,Reissue,Paperback,Scholastic,1997
93,1423103343,9781423103349,"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)","Riordan, Rick",Reprint,Paperback,Disney-Hyperion,2007
94,1423113497,9781423113492,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),"Riordan, Rick",Slp,Board book,Hyperion Book CH,2008
95,1582701709,9781582701707,The Secret,Rhonda Byrne,10th Anniversary,Hardcover,Atria Books/Beyond Words,2006
96,1481457047,9781481457040,Dork Diaries 10: Tales from a Not-So-Perfect Pet Sitter,"Russell, Rachel Renée",1,Kindle Edition,Aladdin,2015
97,1481457047,9781481457040,Dork Diaries 10: Tales from a Not-So-Perfect Pet Sitter,"Russell, Rachel Renée",1,Kindle Edition,Aladdin,2015
98,1595586431,9781595586438,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"Alexander, Michelle",Anniversary,Paperback,The New Press,2012
99,0385388896,9780385388894,The Maze Runner Series (4-Book),"Dashner, James",Slp,Paperback,Delacorte Press,2014
100,1416995757,9781416995753,City of Bones (The Mortal Instruments Book 1),"Clare, Cassandra",Reprint,Kindle Edition,Margaret K. McElderry Books,2009
101,006236491X,9780062364913,The Art of Racing in the Rain Tie-in: A Novel,"Stein, Garth",Media Tie In,Paperback,Harper Paperbacks,2019
102,1419708457,9781419708459,"Rosie Revere, Engineer","Beaty, Andrea",1st,Hardcover,Harry N. Abrams,2013
103,0545586178,9780545586177,Catching Fire |Hunger Games|2,"Collins, Suzanne",Reprint,Paperback,Scholastic Press,2013
104,0061537969,9780061537967,The Art of Racing in the Rain: A Novel,"Stein, Garth",1st,Paperback,Harper Perennial,2009
105,0439023521,9780439023528,The Hunger Games (Book 1),Suzanne Collins,Reprint,Paperback,Scholastic Press,2010
106,0544336267,9780544336261,The Giver (1) (Giver Quartet),"Lowry, Lois","Reprint, Media Tie In",Paperback,HMH Books for Young Readers,1993
107,1607747316,9781607747314,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (The Life Changing Magic of Tidying Up),"Kondō, Marie",1st,Kindle Edition,Ten Speed Press,2014
108,1607747316,9781607747314,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (The Life Changing Magic of Tidying Up),"Kondō, Marie",1st,Kindle Edition,Ten Speed Press,2014
109,0385738781,9780385738781,"The Death Cure (Maze Runner, Book Three)","Dashner, James",Later Printing,Paperback,Delacorte Press,2013
110,1607747308,9781607747307,"Marie Kondo 3 Books Collection Set (Life-Changing Magic of Tidying Up [Hardcover], Spark Joy [Hardcover], Life-Changing Manga of Tidying Up)",Marie Kondo,1,Paperback,T S P,2019
111,144947425X,9781449474256,Milk and Honey,Rupi Kaur,Reprint,Paperback,Andrews McMeel Publishing,2015
112,031612558X,9780316125581,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),"Meyer, Stephenie",1,Hardcover,"Little, Brown Books for Young Readers",2010
113,0062457713,9780062457714,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark",2nd Edition,Hardcover,Harper,2016
114,0385737955,9780385737951,The Maze Runner (Book 1),"Dashner, James",Reprint,Paperback,Delacorte Press,2010
115,0385737955,9780385737951,The Maze Runner (Book 1),"Dashner, James",Reprint,Paperback,Delacorte Press,2010
116,1442416912,9781442416918,City of Heavenly Fire (The Mortal Instruments Book 6),"Clare, Cassandra",Reissue,Kindle Edition,Margaret K. McElderry Books,2014
117,1466858494,9781466858497,Redeemed: A House of Night Novel,"Cast, P. C.; Cast, Kristin",1,Kindle Edition,St. Martin's Griffin,2014
118,142314189X,9781423141891,Percy Jackson and the Olympians Hardcover Boxed Set,"Riordan, Rick",Slp,Hardcover,Disney-Hyperion,2014
119,0545499089,9780545499088,The Adventures of Captain Underpants: Color Edition,"Pilkey, Dav; Pilkey, Dav",Color ed.,Hardcover,Scholastic Inc.,2013
120,0316013692,9780316013697,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,Reprint,Paperback,"Little, Brown Books for Young Readers",2009
121,0312594437,9780312594435,"Revealed: A House of Night Novel (House of Night Novels, 11)","Cast, P. C.; Cast, Kristin",First Edition,Hardcover,St. Martin's Griffin,2013
122,1524851841,9781524851842,Big Nate: Hug It Out! (Volume 21),"Peirce, Lincoln",Illustrated,Paperback,Andrews McMeel Publishing,2019
123,1582406723,9781582406725,"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,Illustrated,Paperback,Image Comics,2013
124,0964729237,9780964729230,The Shack: Where Tragedy Confronts Eternity,William P. Young,1st,Paperback,Windblown Media,2007
125,0810984911,9780810984912,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)","Kinney, Jeff",1st Edition,Hardcover,Harry N. Abrams,2010
126,031608736X,9780316087360,Eclipse,"Meyer, Stephenie",Media tie-in,Paperback,"Little, Brown Books for Young Readers",2010
127,0345803485,9780345803481,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),"James, E L",1,Paperback,Vintage Books,2012
128,0385738765,9780385738767,"The Scorch Trials (Maze Runner, Book 2)","Dashner, James",Reprint,Paperback,Delacorte Press,2011
129,0307352153,9780307352156,Quiet Power & Quiet The Power of Introverts in a World That Can't Stop Talking By Susan Cain 2 Books Collection Set,Susan Cain,1,Paperback,Penguin Life,2021
130,0062498533,9780062498533,The Hate U Give,"Thomas, Angie",1,Hardcover,Balzer + Bray,2017
131,0375893776,9780375893773,"The Maze Runner (The Maze Runner, Book 1)","Dashner, James",3,Kindle Edition,Delacorte Press,2009
132,1449497748,9781449497743,Big Nate: Payback Time! (Volume 20),"Peirce, Lincoln",Illustrated,Paperback,Andrews McMeel Publishing,2019
133,1423101480,9781423101482,"The Titan's Curse (Percy Jackson and the Olympians, Book 3)","Riordan, Rick",Reprint,Paperback,Hyperion Books for Children,2008
134,0316027650,9780316027656,"Twilight Series Stephenie Meyer 6 Books Collection Set (Twilight, New Moon, Eclipse, Breaking Dawn, The Short Second Life Of Bree Tanner, Midnight Sun)",Stephenie Meyer,Reprint,Paperback,Atom,2020
135,0316027650,9780316027656,"Twilight Series Stephenie Meyer 6 Books Collection Set (Twilight, New Moon, Eclipse, Breaking Dawn, The Short Second Life Of Bree Tanner, Midnight Sun)",Stephenie Meyer,Reprint,Paperback,Atom,2020
136,0307454541,9780307454546,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,Later Printing,Paperback,Vintage Crime/Black Lizard,2009
137,0762424931,9780762424931,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want To Stop Eating Crap and Start Looking Fabulous!",Rory Freedman; Kim Barnouin,Illustrated,Paperback,Running Press Adult,2005
138,0064407667,9780064407663,The Bad Beginning (A Series of Unfortunate Events #1),Lemony Snicket,1,Hardcover,HarperCollins,1999
139,0307957659,9780307957658,Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0 1),"Strayed, Cheryl",1,Kindle Edition,Vintage,2012
140,1423119509,9781423119500,Percy Jackson and the Olympians Hardcover Boxed Set: Books 1 - 5 (Percy Jackson & the Olympians),"Riordan, Rick",Box,Hardcover,Disney-Hyperion,2009
141,1442416890,9781442416895,City of Heavenly Fire (6) (The Mortal Instruments),"Clare, Cassandra",1st,Hardcover,Margaret K. McElderry Books,2014
142,0142402516,9780142402511,Looking for Alaska,"Green, John",Reprint,Paperback,Penguin Books,2006
143,0312370849,9780312370848,Sarah's Key,"de Rosnay, Tatiana",1st,Paperback,St. Martin's Griffin,2008
144,1250000246,9781250000248,"Lenobia's Vow: A House of Night Novella (House of Night Novellas, 2)","Cast, P. C.; Cast, Kristin",,Hardcover,St. Martin's Griffin,2012
145,0316010669,9780316010665,"Malcolm Gladwell 4 Books Collection Set (Talking to Strangers, Blink, The Tipping Point, What the Dog Saw)",Malcolm Gladwell,1,Paperback,Allen Lane/Back Bay Books,2020
146,0062872346,9780062872340,The Hate U Give Collector's Edition,"Thomas, Angie",Illustrated,Hardcover,Balzer + Bray,2018
147,142313494X,9781423134947,The Lightning Thief (Movie Tie-in Edition) (Percy Jackson and the Olympians),"Riordan, Rick",Movie Tie-In,Paperback,Disney-Hyperion,2010
148,0143125478,9780143125471,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James",,Paperback,Penguin Books,2014
149,1338271490,9781338271492,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 1: The Night of the Nasty Nostril Nuggets: Color Edition","Pilkey, Dav",Color,Hardcover,Scholastic Inc.,2018
150,0312650256,9780312650254,"Destined: A House of Night Novel (House of Night Novels, 9)","Cast, P. C.; Cast, Kristin",First,Hardcover,St. Martin's Griffin,2011
151,1449489915,9781449489915,Big Nate: Silent But Deadly (Volume 18),"Peirce, Lincoln",Illustrated,Paperback,Andrews McMeel Publishing,2018
152,1565125606,9781565125605,Water for Elephants: A Novel,"Gruen, Sara",Reprint,Paperback,Algonquin Books,2007
153,1442487690,9781442487697,Dork Diaries 9: Tales from a Not-So-Dorky Drama Queen (9),"Russell, Rachel Renée",Reprint,Hardcover,Aladdin,2015
154,1449462308,9781449462307,Big Nate: A Good Old-Fashioned Wedgie (Volume 17),"Peirce, Lincoln",Illustrated,Paperback,Andrews McMeel Publishing,2017
155,1442416874,9781442416871,City of Lost Souls (5) (The Mortal Instruments),"Clare, Cassandra",Reprint,Paperback,Margaret K. McElderry Books,2014
156,1442416874,9781442416871,City of Lost Souls (5) (The Mortal Instruments),"Clare, Cassandra",Reprint,Paperback,Margaret K. McElderry Books,2014
157,014242417X,9780142424179,The Fault in Our Stars,"Green, John",Reprint,Paperback,Penguin Books,2014
158,014241493X,9780142414934,Paper Towns,"Green, John",Reprint,Paperback,Penguin Books,2009
159,014241493X,9780142414934,Paper Towns,"Green, John",Reprint,Paperback,Penguin Books,2009
160,014241493X,9780142414934,Paper Towns,"Green, John",Reprint,Paperback,Penguin Books,2009
161,1439163847,9781439163849,City of Ashes (The Mortal Instruments Book 2),"Clare, Cassandra",Reissue,Kindle Edition,Margaret K. McElderry Books,2009
162,1881273156,9781881273158,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary D. Chapman,4th,Paperback,Northfield,1992
163,0307588386,9780307588388,Gone Girl: A Novel,"Flynn, Gillian",1st,Kindle Edition,Ballantine Books,2012
164,0316160202,9780316160209,Eclipse (Twilight),"Meyer, Stephenie",1st,Hardcover,"Little, Brown",2007
165,0590634275,9780590634274,Captain Underpants and the Attack of the Talking Toilets,"Pilkey, Dav; Pilkey, Dav",Illustrated,Paperback,Scholastic,1999
166,1442416882,9781442416888,City of Lost Souls (The Mortal Instruments Book 5),"Clare, Cassandra",Reissue,Kindle Edition,Margaret K. McElderry Books,2012
167,031632406X,9780316324069,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Luttrell, Marcus",Media tie-in,Mass Market Paperback,"Little, Brown and Company",2013
168,0545265355,9780545265355,The Hunger Games Trilogy Boxed Set (1),"Collins, Suzanne",,Hardcover,Scholastic Press,2010
169,0930289234,9780930289232,Watchmen,Alan Moore,Gph,Paperback,DC Comics,1995
170,0312650248,9780312650247,"Awakened (House of Night, Book 8)","Cast, P. C.; Cast, Kristin",First,Hardcover,St. Martin's Griffin,2011
171,006245773X,9780062457738,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life (Mark Manson Collection Book 1),"Manson, Mark",1,Kindle Edition,Harper,2016
172,1401323251,9781401323257,The Last Lecture,"Pausch, Randy",1st,Hardcover,Hyperion,2008
173,0803741715,9780803741713,The Book with No Pictures,"Novak, B. J.",1,Hardcover,Dial Books,2014
174,1338323210,9781338323214,Dog Man Fetch-22: From The Creator Of Captain Underpants & Dog Man World Book Day By Dav Pilkey 2 Books Collection Set,Dav Pilkey,1,Paperback,Scholastic,2020
175,0061992275,9780061992278,The One and Only Ivan,"Applegate, Katherine",Illustrated,Paperback,HarperCollins,2015
176,0806532254,9780806532257,I Hope They Serve Beer In Hell,"Max, Tucker",Media Tie In,Kindle Edition,Rebel Base Books,2009
177,1338236598,9781338236590,"Dog Man Series 7 Books Collection Set By Dav Pilkey (Dog Man, Unleashed, A Tale of Two Kitties, Dog Man and Cat Kid, Lord of the Fleas, Brawl of the Wild [Hardcover], For Whom the Ball Rolls [Hardcove",Dav Pilkey,,Paperback,Scholastic Book,2019
178,0439023491,9780439023498,Catching Fire (The Hunger Games),"Collins, Suzanne",1st,Hardcover,Scholastic Press,2009
179,0143130838,9780143130833,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James",,Paperback,Penguin Books,2016
180,1612620248,9781612620244,Attack on Titan 1,"Isayama, Hajime",Illustrated,Paperback,Kodansha Comics,2012
181,1423161610,9781423161615,"Artemis Fowl: The Last Guardian (Artemis Fowl, 8)","Colfer, Eoin",First Edition,Hardcover,Hyperion Book CH,2012
