ISBN,Title,Author,Publisher,Publication Year,Subjects
0374289263,The white road : journey into an obsession,"De Waal, Edmund","Farrar, Straus and Giroux,",2015,Porcelain
1452146594,The sandwich thief,"Marois, André, 1959-","Chronicle Books,",2016,Juvenile fiction Fiction
1416990860,Fairly fairy tales,"Codell, Esmé Raji, 1968-","Aladdin,",2011,Fairy
1782853197,"Dr. Potts, my pets have spots!","Hull, Rod.","Barefoot Books,",2017,Pets Fiction Veterinarians
1416985220,Mr. Duck means business,"Sauer, Tammi","Simon & Schuster Books for Young Readers,",2011,Juvenile fiction
1501121367,The chickenshit club : why the Justice Department fails to prosecute executives,"Eisinger, Jesse","Simon & Schuster,",2017,United States States
0545873525,Recess is a jungle!,"Chabert, Jack","Branches/Scholastic Inc.,",2016,Fiction Juvenile fiction
160886362X,Regular show. Volume one,"Green, K. C. (Kenneth Cary), 1987-","KaBOOM!, a division of Boom Entertainment, Inc.,",2014,books strips etc
1410444929,Left for dead [text (large print)] : a novel,"Jance, Judith A.","Thorndike Press,",2012,Fiction
0763692913,The Whopper,"Ashdown, Rebecca","Templar Books, an imprint of Candlewick Press,",2017,Juvenile fiction
1627797750,Wet,"Sookocheff, Carey, 1972-","Henry Holt and Company,",2017,Water
1770462872,Boundless,"Tamaki, Jillian, 1980-","Drawn & Quarterly,",2017,Comic books strips
1616203579,The muralist : a novel,"Shapiro, Barbara A., 1951-","Algonquin Books of Chapel Hill,",2015,New York Fiction
1442493313,Island of shipwrecks,"McMann, Lisa","Aladdin,",2015,Juvenile fiction Fiction
148142324X,Heidi Heckelbeck is not a thief!,"Coven, Wanda","Little Simon,",2015,Fiction
1416979514,SPHDZ book #1!,"Scieszka, Jon","Simon & Schuster Books for Young Readers,",2010,Fiction New York
1770462546,Mooncop,"Gauld, Tom","Drawn & Quarterly,",2016,Comics
1250056241,The 14th colony,"Berry, Steve, 1955-","Minotaur Books,",2016,Fiction United States
1465429255,Marvel Avengers. Battle against Ultron,"Forbeck, Matt","DK Publishing,",2015,Avengers Fictitious Juvenile
1101987111,Murder in the Bowery,"Thompson, Victoria (Victoria E.)","Berkley Prime Crime,",2017,Fiction Fictitious character
0765379287,Truthwitch,"Dennard, Susan","Tor Teen,",2016,Juvenile fiction
0152023194,Farmer Dale's red pickup truck,"Wheeler, Lisa, 1963-","Harcourt,",2004,Juvenile fiction
1597020052,The Octonauts & the only lonely monster,Meomi (Firm),"Immedium,",2006,Juvenile fiction
0743296281,Lies my teacher told me : everything your American history textbook got wrong,"Loewen, James W.","Simon & Schuster,",2007,in United States
0060280506,Grandpappy snippy snappies,"Plourde, Lynn","HarperCollins Publishers,",2009,Juvenile fiction
0689825811,"With love, Little Red Hen","Ada, Alma Flor","Atheneum Books for Young Readers,",2001,Characters
0399227571,Turtle in the sea,"Arnosky, Jim","G.P. Putnam's Sons,",2002,Juvenile
1584798440,"Knitting 24/7 : 30 projects to knit, wear and enjoy, on the go and around the clock ; hats, scarves, socks, bags, mitts, and more for busy, passionate knitters","Avery, Véronik","Stewart, Tabori & Chang,",2010,Knitting
0385321759,The Watsons go to Birmingham--1963,"Curtis, Christopher Paul.","Delacorte Press,",1995,Juvenile fiction Fiction
0807505102,Back to school Tortoise,"George, Lucy M.","Albert Whitman,",2011,Juvenile fiction
0763641642,Scrawny cat,"Root, Phyllis","Candlewick Press,",2011,Juvenile
0143039024,The quiet American,"Greene, Graham, 1904-1991","Penguin Books,",2004,Fiction War Indochina
0312315716,Little children,"Perrotta, Tom, 1961-","St. Martin's Press,",2004,Fiction
0316069361,The fifth witness [text (large print)] : a novel,"Connelly, Michael, 1956-","Little, Brown and Company,",2011,Fiction Los Angeles
0060766182,Revenge of the witch,"Delaney, Joseph, 1945-","Greenwillow Books,",2005,Juvenile fiction
0545470617,Fix that truck!,"Steele, Michael Anthony","Scholastic,",2012,Juvenile fiction Trucks
0805092390,Seahorses,"Curtis, Jennifer Keats","Henry Holt,",2012,Sea
0688213820,Henry and Ribsy,"Cleary, Beverly","HarperCollins,",2007,Juvenile fiction
0152025227,Jazz baby,"Wheeler, Lisa, 1963-","Harcourt,",2007,Juvenile
0393079546,The examined life : how we lose and find ourselves,"Grosz, Stephen","W.W. Norton,",2013,Case
0763630721,Duck,"Cecil, Randy","Candlewick Press,",2008,Juvenile fiction
0805092641,Scarcity : why having too little means so much,"Mullainathan, Sendhil","Times Books, Henry Holt and Company,",2013,Supply
042525285X,"Clean cuisine : an 8-week anti-inflammatory nutrition program that will change the way you age, look & feel","Larson, Ivy Ingram, 1973-","Berkley Books,",2013,Inflammation
0375844031,The donut chef,"Staake, Bob, 1957-","Golden Books,",2008,Juvenile fiction
0525478701,How to raise Mom & Dad : instructions from someone who figured it out,"Lerman, Josh","Dutton Children's Books,",2009,Parents
0761344616,"The Elsewhere chronicles. Book three, The Master of Shadows",Bannister,"Graphic Universe,",2009,and Comic books
0316320382,Bad magic,"Bosch, Pseudonymous","Little, Brown and Company,",2014,Magic Juvenile fiction
1442453400,"Extraordinary Warren, a super chicken","Dillard, Sarah, 1961-","Aladdin,",2014,Chickens
1465420029,Space quest : mission to Mars,"Lock, Peter (Author at Dorling Kindersley Publishing, Inc.)","DK Pub.,",2014,Space
0385735316,The necromancer,"Scott, Michael, 1959-","Delacorte Press,",2010,Juvenile fiction Fiction
1608864316,Regular show. Skips,"Rupert, Mad","Kaboom!,",2014,Comic books strips
0763675792,Littleland around the world,"Billet, Marion","Nosy Crow,",2014,Animals Juvenile fiction
0060296534,Which would you rather be?,"Steig, William, 1907-2003","Joanna Cotler Books,",2002,Rabbits
0375858407,Spring surprises,"Hays, Anna Jane","Random House,",2010,Juvenile
155453142X,Pup and hound scare a ghost,"Hood, Susan, 1954-","Kids Can Press,",2007,Fiction
0756682304,Dinosaurs : a visual encyclopedia,0,"DK Pub.,",2011,Dinosaurs Juvenile literature
0316190330,Yotsuba&!. 10,"Azuma, Kiyohiko","Yen Press,",2011,Comic books strips
0785145001,The Avengers. [1],"Bendis, Brian Michael","Marvel Worldwide, Inc.,",2011,books strips etc
0395977894,Fast food nation : the dark side of the all-American meal,"Schlosser, Eric","Houghton Mifflin,",2001,Cooking
1600102379,"Locke & key. [1], Welcome to Lovecraft","Hill, Joe","IDW,",2008,Horror
0060007346,The best seat in second grade,"Kenah, Katharine","HarperCollins,",2005,Juvenile fiction
1771381043,"Me, too!","Dunklee, Annika, 1965-","Kids Can Press,",2015,Juvenile fiction Friendship
0385352646,Vanishing games,"Hobbs, Roger","Alfred A. Knopf,",2015,Fiction
0316178551,Hotels of North America : a novel,"Moody, Rick","Little, Brown and Company,",2015,Fiction
0785165339,Spider-Men,"Bendis, Brian Michael","Marvel Worldwide, Inc.,",2012,books strips Comic
0545030358,Crow call,"Lowry, Lois","Scholastic Press,",2009,Juvenile fiction
0374146683,"Paris, I love you but you're bringing me down","Baldwin, Rosecrans","Farrar, Straus and Giroux,",2012,France Paris and
1419716522,"The misadventures of Salem Hyde. 5, Frozen fiasco","Cammuso, Frank","Amulet Books,",2015,Comic books strips
1410482901,Purity,"Franzen, Jonathan","Thorndike Press,",2015,Fiction
0316400637,Meet the Dinotrux,"Gall, Chris","Little, Brown and Company,",2015,Fiction Juvenile Imaginary
0062060112,Oink-a-doodle-moo,"Czekaj, Jef","Balzer + Bray,",2012,Animal
1631401408,My little pony : friendship is magic. Omnibus. Volume one,"Cook, Katie, 1981-","IDW Publishing, a division of Idea and Design Works, LLC,",2015,books strips Comic
1481428357,The emerald berries,"Green, Poppy","Little Simon,",2015,Fiction Juvenile fiction
1416937889,Hibernation station,"Meadows, Michelle","Simon and Schuster Books for Young Readers,",2010,Juvenile
031236928X,A pirate's guide to first grade,"Preller, James","Feiwel and Friends,",2010,Juvenile fiction First
1465414223,It can't be true!,0,"DK Publishing,",2013,Juvenile literature Cosmology
0735822190,Hooray for snow!,"Iwamura, Kazuo, 1939-","North-South,",2008,Snow
0763651257,My blue is happy,"Young, Jessica (Jessica E.)","Candlewick Press,",2013,Juvenile fiction
1596913975,Diablerie : a novel,"Mosley, Walter","Bloomsbury : Distributed to the trade by Macmillan,",2008,Fiction
1596434244,Sardine in outer space. 6,"Guibert, Emmanuel","First Second,",2008,Juvenile literature books
1610670515,The no 1 car spotter,Atinuke,"Kane Miller,",2011,Juvenile fiction
082341602X,Spring is here,"Hillenbrand, Will","Holiday House,",2011,Juvenile fiction
1596914521,Logicomix,"Doxiadēs, Apostolos K., 1953-","Bloomsbury,",2009,Comic books strips
0689874790,"Tippy-tippy-tippy, hide!","Fleming, Candace","Atheneum Books for Young Readers,",2007,Juvenile
0399583289,Falling,"Green, Jane, 1968-","Berkley Books,",2016,Fiction women
1250034892,"Monday, Wednesday, and every other weekend","Stanton, Karen, 1960-","Feiwel and Friends,",2014,Juvenile fiction Dogs
1455539260,The year of voting dangerously,"Dowd, Maureen","Twelve,",2016,United States
150112174X,Sprint : how to solve big problems and test new ideas in just five days,"Knapp, Jake.","Simon & Schuster,",2016,Problem
1742207456,British Columbia & the Canadian Rockies,"Lee, John, 1969-","Lonely Planet,",2014,and British Columbia
0544791649,Dot & Jabber and the great acorn mystery,"Walsh, Ellen Stoll","Houghton Mifflin Harcourt,",2016,Juvenile fiction
1409318397,Astronaut : living in space,"Hayden, Kate","Dorling Kindersley,",2012,Astronauts
1594633460,Sudden death,"Enrigue, Alvaro, 1969-","Riverhead Books,",2016,Fiction
0545699800,Every day birds,"VanDerwater, Amy Ludwig","Orchard Books, an imprint of Scholastic Inc.,",2016,Birds
0152063005,Everybody gets the blues,"Staub, Leslie, 1957-","Harcourt Children's Books,",2012,Juvenile fiction
1627794344,Hand in hand,"Wells, Rosemary",Henry Holt and Company,2016,Parent and child
0544341414,"Pay any price : greed, power, and endless war","Risen, James","Houghton Mifflin Harcourt,",2014,United War States
0439357640,"Cleonardo, the little inventor","GrandPré, Mary","Arthur A. Levine Books, an imprint of Scholastic Inc.,",2016,Juvenile fiction Fiction
1481452061,I'll catch you if you fall,"Sperring, Mark","Simon & Schuster Books for Young Readers,",2016,Security Psychology
1250086612,The Guineveres,"Domet, Sarah.","Flatiron Books,",2016,Fiction
1481426559,Night at the stadium,"Bildner, Phil","Aladdin,",2016,Juvenile fiction Baseball
0764168207,Fairy world,"Caldwell, S. A. (Stella A.)","Barron's Educational Series, Inc.,",2016,Juvenile Fairies literature
1616962445,Summerlong,"Beagle, Peter S.","Tachyon,",2016,Fiction
1442416831,No go sleep!,"Feiffer, Kate","Simon & Schuster Books for Young Readers,",2012,Juvenile
9768200413,Container gardening for Washington and Oregon,"Binetti, Marianne, 1956-","Lone Pine,",2008,Container gardening
1909263184,Hilda and the Black Hound,"Pearson, Luke","Flying Eye Books, an imprint of Nobrow Ldt.,",2014,books strips etc
0399256369,Chico the brave,"Horowitz, Dave, 1970-","Nancy Paulsen Books,",2012,Juvenile fiction
0765378256,Ghost talkers,"Kowal, Mary Robinette, 1969-","Tor,",2016,Fiction England Military
1419714678,Lucky Ducky,"Mulryan, Doreen","Abrams Books for Young Readers,",2016,Juvenile fiction Fiction
0756658977,How animals work,"Burnie, David","Dorling Kindersley,",2010,Animals Juvenile literature
1410486133,Americanah,"Adichie, Chimamanda Ngozi, 1977-","Thorndike Press,",2016,Fiction Nigerians
0425264386,Die trying,"Child, Lee","Berkley Books,",2012,Fiction Thrillers FICTION
0316247960,Welcome to Rainbow Falls!,"London, Olivia","LB kids/Little, Brown & Company,",2014,Ponies Juvenile fiction
0618093346,Irving and Muktuk : two bad bears,"Pinkwater, Daniel Manus, 1941-","Houghton Mifflin,",2001,Juvenile fiction
1400043182,The house of the spirits,"Allende, Isabel","Everyman's Library,",2005,Domestic
0763633305,Emily Windsnap and the castle in the mist,"Kessler, Liz","Candlewick Press,",2007,Juvenile Fiction fiction
0316017442,The terror : a novel,"Simmons, Dan, 1948-","Little, Brown and Co.,",2007,Fiction Sea
0805077057,The white cascade : the Great Northern Railway disaster and America's deadliest avalanche,"Krist, Gary","Henry Holt and Company,",2007,Avalanches
0374399670,Fox,"Banks, Kate, 1960-","Farrar, Straus and Giroux,",2007,Juvenile fiction
0446580287,The wheel of darkness,"Preston, Douglas J.","Warner Books,",2007,Fiction
0446196037,How to live : a search for wisdom from old people (while they are still on this earth),"Alford, Henry, 1962-","Twelve,",2009,Older people Psychological
1599902478,Hat,"Hoppe, Paul","Bloomsbury U.S.A. Children's Books,",2009,Hats
0810906376,Would I trade my parents?,"Numeroff, Laura Joffe","Abrams Books for Young Readers,",2009,Juvenile
1561455881,About hummingbirds : a guide for children,"Sill, Cathryn P., 1953-","Peachtree,",2011,Hummingbirds
0385533020,"Damned : life is short, death is forever","Palahniuk, Chuck","Doubleday,",2011,Fiction
031609739X,The Christmas wedding,"Patterson, James, 1947-","Little, Brown and Co.,",2011,Fiction
0805091203,"Reckless endangerment : how outsized ambition, greed, and corruption led to economic armageddon","Morgenson, Gretchen","Times Books/Henry Holt & Co.,",2011,History 21st century
1250019672,Ladies' night,"Andrews, Mary Kay, 1954-","St. Martin's Press,",2013,Fiction
0618759239,Bear's picture,"Pinkwater, Daniel Manus, 1941-","Houghton Mifflin Company,",2008,Juvenile
0763636746,The night fairy,"Schlitz, Laura Amy","Candlewick Press,",2010,Fiction
0374301050,Tractor Mac builds a barn,"Steers, Billy","Farrar Straus Giroux,",2015,Juvenile fiction
0545591619,Shadowshaper,"Older, Daniel José","Arthur A. Levine Books, an imprint of Scholastic Inc.,",2015,fiction Juvenile
0152058109,Mary Poppins,"Travers, P. L. (Pamela Lyndon), 1899-1996","Harcourt, Inc.,",1997,Fiction Juvenile
1607748819,Design the life (my life) you love : no prior creative experience necessary! a step-by-step guide to building a meaningful future,"Birsel, Ayse.","Ten Speed Press,",2015,Creative
1935179152,Zig and Wikki in The cow : a toon book,"Spiegelman, Nadja","Toon Books,",2012,Comic books strips
0316200905,My ideal bookshelf,0,"Little, Brown and Co.,",2012,Books and reading
0385392834,Fly!,"Edwards, Karl","Alfred A. Knopf,",2015,Fiction Juvenile Flies
0374380201,"This is my home, this is my school","Bean, Jonathan, 1979-","Farrar Straus Giroux,",2015,Juvenile
0618966366,"Down, down, down : a journey to the bottom of the sea","Jenkins, Steve, 1952-","Houghton Mifflin Books for Children,",2009,animals Juvenile
1634506650,Hacks for Minecrafters : Redstone : the unofficial guide to tips and tricks that other guides won't teach you,"Miller, Megan, 1963-","Sky Pony Press,",2015,Handbooks manuals etc
076364420X,Not last night but the night before,"McNaughton, Colin","Candlewick Press,",2009,Juvenile
0807556084,The mystery of the stolen dinosaur bones,"Warner, Gertrude Chandler, 1890-1979","Albert Whitman & Company,",2015,Fiction and
0525952632,Night watch,"Fairstein, Linda A.","Dutton,",2012,Fiction
0544301986,Heart & soul in the kitchen,"Pépin, Jacques","Houghton Mifflin Harcourt,",2015,Cooking
080509072X,The ABC animal orchestra,"Saaf, Donald","Christy Ottaviano Books, Henry Holt and Company,",2015,Juvenile fiction Fiction
0758280408,Double fudge brownie murder,"Fluke, Joanne, 1943-","Kensington Pub Corp,",2015,Fiction Minnesota
006029275X,White is for blueberry,"Shannon, George","Greenwillow Books,",2005,Color
0061339202,Flow : the psychology of optimal experience,"Csikszentmihalyi, Mihaly","Harper Perennial,",2008,Happiness
1416957960,Mr. Pusskins and Little Whiskers : another love story,"Lloyd, Sam, 1971-","Atheneum Books for Young Readers,",2008,Cats
1416552510,Duma Key,"King, Stephen, 1947-","Scribner,",2008,Accident
1416563067,Smoke screen,"Brown, Sandra, 1948-","Simon & Schuster,",2008,Romantic
1589251016,The three Billy Goats Fluff,"Mortimer, Rachael","Tiger Tales,",2011,Juvenile fiction
1561583774,Creating the not so big house : insights and ideas for the new American home,"Susanka, Sarah","Taunton Press,",2000,United Architecture States
0805077340,Who likes rain?,"Yee, Wong Herbert","Henry Holt,",2007,Juvenile fiction
0688163173,Shutter Island,"Lehane, Dennis","Morrow,",2003,Fiction
0060298278,Stanley in space,"Brown, Jeff, 1926-2003","HarperTrophy,",2003,Juvenile fiction
0670786160,Brave Chicken Little,"Byrd, Robert","Viking, an imprint of Penguin Group (USA),",2014,Folklore
0823422224,Fireboy to the rescue! : a fire safety book,"Miller, Edward, 1964-","Holiday House,",2010,Fire Juvenile literature
159643855X,The monsterator,"Graves, Keith","Roaring Brook Press,",2014,Toy and movable
141694155X,Melvin's valentine,"Scieszka, Jon","Aladdin,",2010,Juvenile fiction
014038572X,The Outsiders,"Hinton, S. E.","Puffin Books,",1997,Families
1591169909,Ouran High School host club. Vol. 2,"Hatori, Bisco","Viz Media, LLC,",2005,Comic books strips
0316071048,Nine dragons [text (large print)] : a novel,"Connelly, Michael, 1956-","Little Brown,",2009,Fiction Los Angeles
0756655943,Dinosaur's day,"Thomson, Ruth, 1949-","DK Pub.,",2009,Dinosaurs
031611779X,A hero's guide to deadly dragons : the heroic misadventures of Hiccup the Viking,"Cowell, Cressida","Little, Brown and Company Books for Young Readers/Hachette Book Group,",2009,Juvenile fiction
0763625078,Baby brains,"James, Simon, 1961-","Candlewick Press,",2004,Babies
1592701329,Pomelo's opposites,"Badescu, Ramona","Enchanted Lion Books ; [Distributed by Consortium Book Sales & Distribution],",2013,Juvenile
1609050509,Mouse house tales,"Pearson, Susan","Blue Apple Books,",2013,Juvenile fiction
1465414150,Star wars. Are Ewoks scared of Stormtroopers?,"Saunders, Catherine","DK,",2013,Juvenile literature Star
0670025925,Every love story is a ghost story : a life of David Foster Wallace,"Max, D. T. (Daniel T.)","Viking,",2012,Wallace
0753468085,Human body factory,"Green, Dan, 1975 June 20-","Kingfisher,",2012,Human
0312651201,Eve,"Johansen, Iris","St. Martin's Press,",2011,Fiction
037586721X,Rosie Sprout's time to shine,"Wortche, Allison","Alfred A. Knopf,",2011,Juvenile
0618998519,"Tweak, tweak","Bunting, Eve, 1928-","Clarion Books,",2011,Juvenile
044656432X,Gideon's sword,"Preston, Douglas J.","Grand Central Pub.,",2011,Fiction
1604691859,"Handmade garden projects : step-by-step instructions for creative garden features, containers, lighting & more","Forkner, Lorene Edwards","Timber Press,",2011,Garden
1404865144,Katie's lucky birthday,"Manushkin, Fran","Picture Window Books,",2011,Juvenile fiction Fiction
1416941991,Too much kissing! : and other silly dilly songs about parents,"Katz, Alan","Margaret K. McElderry Books,",2010,Juvenile fiction Songs
076364563X,The tiger who came to tea,"Kerr, Judith","Candlewick Press,",2009,Juvenile
142152175X,"Naruto. Vol. 39, On the move","Kishimoto, Masashi, 1974-","Viz Media,",2009,books strips Comic
0142413852,The magic finger,"Dahl, Roald","Puffin Books,",2009,Hunting
0312387741,Troublegum,"Cordell, Matthew, 1975-","Feiwel and Friends,",2009,Juvenile fiction
006441034X,Howl's moving castle,"Jones, Diana Wynne","HarperTrophy,",2001,Fantasy
1419705393,Someone's sleepy,"Rose, Deborah Lee","Abrams Books for Young Readers,",2013,Juvenile fiction
0807563730,Jacob's new dress,"Hoffman, Sarah","Albert Whitman & Company,",2014,Juvenile fiction
1455572101,Seeing red,"Brown, Sandra, 1948-","Grand Central Publishing,",2017,Fiction
1465436618,Art : a visual history,"Cumming, Robert, 1943-","DK Publishing,",2015,Art
1582463166,Compost stew : an A to Z recipe for the earth,"Siddals, Mary McKenna","Tricycle Press,",2010,Juvenile
0316284807,Secret of the Forbidden City,"Patterson, James, 1947-","Little, Brown and Company,",2015,Juvenile fiction Fiction
0805068198,Alligator wedding,"Jewell, Nancy","Henry Holt,",2010,Juvenile fiction
0670016756,Ella,"Kasdan, Mallory.","Viking, an imprint of Penguin Group (USA),",2015,etc Juvenile fiction
0763648221,Princess Cora and the crocodile,"Schlitz, Laura Amy","Candlewick Press,",2017,Juvenile fiction Princesses
080755183X,Please please the bees,"Kelley, Gerald","Albert Whitman & Company,",2017,Juvenile fiction Fiction
1743214022,Croatia,"Mutić, Anja","Lonely Planet,",2015,Croatia
1481455249,"Emma, raining cats and dogs... and cupcakes!","Simon, Coco","Simon Spotlight,",2016,and Fiction Juvenile
0935112901,Obama : the call of history,"Baker, Peter, 1967-","Callaway,",2017,United States
1596435844,My snake Blake,"Siegel, Randy","Roaring Brook Press,",2012,Juvenile
0316089192,The Candymakers and the great chocolate chase,"Mass, Wendy, 1967-","Little, Brown and Company,",2016,Juvenile fiction
148144252X,Monsters love underpants,"Freedman, Claire","Aladdin Books,",2015,Juvenile fiction
061805474X,Beethoven : anguish and triumph : a biography,"Swafford, Jan","Houghton Mifflin Harcourt,",2014,Beethoven
1419718738,An after bedtime story,"Smith, Shoham, 1966-","Abrams Books for Young Readers,",2016,Bedtime
1250061997,Chicago,"Doyle, Brian, 1956 November 6-2017 May 27,","Thomas Dunne Books/St. Martin's Press,",2016,Chicago Fiction
1338053841,Scar Island,"Gemeinhart, Dan","Scholastic Press,",2017,Juvenile fiction Fiction
0778317706,Pretty baby,"Kubica, Mary","Mira,",2015,Fiction
145164020X,The third bullet,"Hunter, Stephen, 1946-","Simon & Schuster,",2013,Fiction John
1783297069,The killing bay : a Faroes novel,"Ould, Chris,","Titan Books,",2017,Fiction Faroe Islands
1771471948,"Me tall, you small","L'Arronge, Lilli, 1979-","Owlkids Books,",2017,Juvenile
1608864863,Adventure time. Banana guard academy,"Osborne, Kent","Kaboom,",2015,Comic books strips
1626724083,Bats : learning to fly,"Koch, Falynn, 1985-","First Second,",2017,comics Bats Graphic
1421592541,"Dragon ball super. 1, Warriors from Universe 6!","Toriyama, Akira, 1955-","Viz Media LLC,",2017,comics
1419711989,Cookie catastrophe,"Cammuso, Frank","Amulet Books,",2014,Comic books strips
1554981387,Once upon a northern night,"Pendziwol, Jean","Groundwood Books,",2013,Juvenile
1481488198,Eloise and the big parade,"McClatchy, Lisa","Simon Spotlight,",2017,Juvenile fiction
0399157360,Bel-Air dead,"Woods, Stuart","G.P. Putnam's Sons,",2011,Fiction
1596438088,Monster chefs,"Anderson, Brian, 1974-","Roaring Brook Press,",2014,Juvenile fiction Diet
1631401599,"My Little Pony, friends forever. Volume 2",0,"IDW Publishing,",2014,comics Comic books
0545676649,"Nnewts. Book three, The battle for Amphibopolis","TenNapel, Doug","Graphix, an imprint of Scholastic,",2017,Comic books strips
1468309536,Heap house,"Carey, Edward, 1970-","The Overlook Press,",2014,Juvenile fiction Fiction
1429652616,Season search : a spot-it challenge,"Schuette, Sarah L., 1976-","Capstone Press,",2011,Juvenile literature
1481444166,Lily and Bear,"Stubbs, Lisa,","Simon & Schuster Books for Young Readers,",2015,Juvenile fiction
1421541548,"Voltron Force. [2], Tournament of lions","Smith, Brian (Brian Arthur), 1975-","Viz Media,",2012,books strips Comic
0375845518,Theodore and the talking mushroom,"Lionni, Leo, 1910-1999","Alfred A. Knopf,",2009,Juvenile fiction
0544716949,A crack in creation : gene editing and the unthinkable power to control evolution,"Doudna, Jennifer A.","Houghton Mifflin Harcourt,",2017,Genetic History
0374302936,Everyone loves Cupcake,"DiPucchio, Kelly","Farrar Straus and Giroux,",2016,Juvenile fiction Fiction
1481406264,The power of Henry's imagination,"Byrne, Skye.","Aladdin,",2015,Stuffed animals Toys
1250080541,The fact of a body : a murder and a memoir,"Marzano-Lesnevich, Alexandria","Flatiron Books,",2017,Louisiana Child
141697167X,"I repeat, don't cheat!","Cuyler, Margery","Simon & Schuster Books for Young Readers,",2010,Fiction
0061152595,Yes Day!,"Rosenthal, Amy Krouse","HarperCollins,",2009,Wishes
1481409220,The stolen chapters,"Riley, James, 1977-","Aladdin,",2016,Fiction and Juvenile
0062284037,"Oh, Valentine, we've lost our minds!","Gutman, Dan","Harper, an imprint of HarperCollinsPublishers,",2014,Juvenile fiction Fiction
1419713744,Countablock,"Franceschelli, Christopher","Abrams Appleseed,",2014,Counting
0307394999,The night strangers : a novel,"Bohjalian, Chris, 1960-","Crown Pub.,",2011,Fiction
0446579769,"Trail of crumbs : hunger, love, and the search for home : a memoir","Sunée, Kim","Grand Central Pub.,",2008,Sune
1416954228,Sent,"Haddix, Margaret Peterson","Simon & Schuster Books for Young Readers,",2009,Juvenile fiction of
1564024733,Guess how much I love you,"McBratney, Sam","Candlewick Press,",1995,Juvenile fiction
0805079238,Terror in tights,"Trine, Greg","Henry Holt,",2007,Juvenile fiction
1423106458,That rabbit belongs to Emily Brown,"Cowell, Cressida","Hyperion Books for Children,",2007,Juvenile fiction
0307275981,Love over Scotland,"McCall Smith, Alexander, 1948-","Anchor Books,",2007,Fiction
0375834206,Never tease a weasel,"Soule, Jean Conder","Random House,",2007,Juvenile
0764160303,Have you seen my potty?,"Kelly, Mij","Barron's,",2007,Juvenile fiction
1401921736,"Excuses begone! : how to change lifelong, self-defeating thinking habits","Dyer, Wayne W.","Hay House,",2009,Psychology
0823415260,The story of chopsticks,"Compestine, Ying Chang","Holiday House,",2001,Juvenile
0316076252,This isn't what it looks like,"Bosch, Pseudonymous","Little, Brown,",2010,Juvenile Fiction
141699467X,The Gentleman Bug,"Hector, Julian","Atheneum Books for Young Readers,",2010,Juvenile fiction
1402714572,Treasure Island,"Stevenson, Robert Louis, 1850-1894","Sterling Pub.,",2004,Juvenile
1935179101,Nina in That makes me mad : a Toon book,"Knight, Hilary","Toon Books,",2011,Comic books strips
0763641022,The Queen of France,"Wadham, Tim","Candlewick Press,",2011,Imagination
1434221334,Cosmic bounty hunter,"Hoena, B. A.","Stone Arch Books,",2011,Juvenile
1404865136,Katie finds a job,"Manushkin, Fran","Picture Window Books,",2011,Juvenile fiction
0525422595,The Gingerbread Girl goes animal crackers,"Ernst, Lisa Campbell","Dutton Childrens Books,",2011,Juvenile fiction
1596437650,Pickle : the (formerly) anonymous prank club of Fountain Point Middle School,"Baker, Kimberly","Roaring Brook Press,",2012,Juvenile fiction
1846435501,Harold finds a voice,"Dicmas, Courtney","Child's Play Inc.,",2013,Juvenile
1442449373,Pheme the gossip,"Holub, Joan","Aladdin,",2013,Juvenile fiction Greek
0765304961,Ender in exile,"Card, Orson Scott","Tor,",2008,Wiggin
0763624837,The tail of Emily Windsnap,"Kessler, Liz","Candlewick Press,",2004,Juvenile fiction
031253275X,Evermore,"Noël, Alyson","St. Martin's Griffin,",2009,Psychic
0446506699,The Engine 2 diet : the Texas firefighter's 28-day save-your-life plan that lowers cholesterol and burns away the pounds,"Esselstyn, Rip","Wellness Central,",2009,Reducing
159707733X,"Annoying Orange. Vol. 6, My little baloney","Shaw, Scott, 1951-","Papercutz,",2014,Comic books strips
1607068559,"East of West. [Vol. 2, We are all one]","Hickman, Jonathan","Image Comics,",2014,Dystopias
1465424598,Children's book of magic,"Hildyard, Anne,","DK Publishing,",2014,Magic tricks Juvenile
1877579890,Watch out for the crocodile,"Moroni, Lisa, 1983-","Gecko Press,",2014,Juvenile fiction Fiction
1452102031,Green is a chile pepper : a book of colors,"Thong, Roseanne","Chronicle Books,",2014,Juvenile fiction Hispanic
1932386947,Mouse Guard. Legends of the guard. [1],0,"Archaia Entertainment,",2010,books strips etc
1937133435,Space pup,"Montgomery, R. A.","Chooseco,",2014,Juvenile fiction
1439165645,The hundred-foot journey : a novel,"Morais, Richard C., 1960-","Scribner,",2010,Fiction
0807566306,The princess who had no kingdom,"Jones, Ursula","Albert Whitman & Company,",2014,Fairy tales Princesses
0061117064,Emily's new friend,"Senning, Cindy Post","Collins,",2010,Fiction
0785183884,The Emerald City of Oz,"Shanower, Eric","Marvel,",2014,books strips Comic
1596911255,"Field notes from a catastrophe : man, nature, and climate change","Kolbert, Elizabeth","Bloomsbury Pub.,",2006,Global
0785189327,Deadpool. Vol. 4 : Deadpool vs. S.H.I.E.L.D.,"Duggan, Gerry","Marvel,",2014,books strips etc
089272790X,Only cows allowed!,"Plourde, Lynn","Down East : Distributed to the trade by National Book Network,",2011,Juvenile fiction
0439882818,Happy 100th day!,"Milord, Susan","Scholastic Press,",2011,Juvenile fiction
